fdic_cert_number,failure_date,bank_name,city,state,acquiring_institution,event_type,distress_label
28020,1988-09-01,ARSENAL SA,INDIANAPOLIS,,,assistance,1
30834,1988-09-01,CITIZENS FS&LA,JACKSONVILLE,,,assistance,1
12312,1988-09-01,COMMERCIAL STATE BANK,SAN AUGUSTINE,,,failure,1
28547,1988-09-01,FIDELITY FS&LA,BERWYN,,,assistance,1
25101,1988-09-01,FIRST NATIONAL BANK OF ATASCOCITA,HARRIS COUNTY,,,failure,1
29779,1988-09-01,FRANKTON FS&LA,FRANKTON,,,assistance,1
20087,1988-09-01,LAKELAND STATE BANK,CAMDEN COUNTY,,,failure,1
5798,1988-09-01,MINGO TRUST & SAVINGS BANK,MINGO,,,failure,1
25699,1988-09-01,PIONEER NATIONAL BANK,ARLINGTON,,,failure,1
14483,1988-09-01,PISGAH SAVINGS BANK,PISGAH,,,failure,1
31533,1988-09-01,UNITED SA OF CENTRAL INDIANA,TIPTON,,,assistance,1
29573,1988-08-31,CAPITOL FSB,OKLAHOMA CITY,,,assistance,1
28648,1988-08-31,FIRST FS&LA,ELK CITY,,,failure,1
32077,1988-08-31,FIRST OKLAHOMA SAVINGS BANK,TULSA,,,assistance,1
30146,1988-08-31,FRONTIER SAVINGS & LOAN,PONCA CITY,,,failure,1
31988,1988-08-31,HERITAGE S&LA,ELK CITY,,,failure,1
28357,1988-08-31,HOME S&LA,BARTLESVILLE,,,failure,1
29013,1988-08-31,"HOME SAVINGS BANK, FA",LAWTON,,,failure,1
28737,1988-08-31,KINGFISHER FS&LA,KINGFISHER,,,failure,1
28661,1988-08-31,MIDAMERICA FS&LA,TULSA,,,assistance,1
28245,1988-08-31,MUTUAL FS&LA,OKLAHOMA CITY,,,assistance,1
28734,1988-08-31,PEOPLES FS&LA,ARDMORE,,,failure,1
29625,1988-08-31,PHOENIX FS&LA,MUSKOGEE,,,failure,1
17163,1988-08-26,BIWABIK STATE BANK,BIWABIK,,,failure,1
31881,1988-08-26,COMMERCE FSB,KNOXVILLE,,,assistance,1
30200,1988-08-26,FIRST FS&LA OF BRAINERD,BRAINERD,,,assistance,1
30868,1988-08-26,FIRST FS&LA OF GRAND RAPIDS,GRAND RAPIDS,,,assistance,1
30533,1988-08-26,FIRST FS&LA OF HIBBING,HIBBING,,,assistance,1
31822,1988-08-26,HOMESTATE S&LA,HAYWARD,,,assistance,1
31296,1988-08-26,NORTHWEST FS&LA,BOISE,,,assistance,1
31295,1988-08-26,PEOPLES S&LA,OWANTONNA,,,assistance,1
29500,1988-08-26,PIONEER FS&LA IN MASON CITY,MASON CITY,,,assistance,1
27854,1988-08-26,WASHINGTON FSB OF STILLWATER,STILLWATER,,,assistance,1
25143,1988-08-25,"BANCFIRST-WESTLAKE, N.A.",AUSTIN,,,failure,1
22845,1988-08-25,BANK OF THE MID-SOUTH,BOSSIER CITY,,,failure,1
25760,1988-08-25,HIGHLAND PARK NATIONAL BANK,DALLAS,,,failure,1
28412,1988-08-19,FEDERATED S&LA,SAN ANTONIO,,,failure,1
31892,1988-08-19,FIRST CITY SAVINGS ASSOCIATION,IRVING,,,failure,1
497,1988-08-19,MARSHALL COUNTY BANK,BRITTON,,,failure,1
30263,1988-08-19,MULTIBANC SAVINGS ASSOCIATION,DALLAS,,,failure,1
31641,1988-08-19,SUMMIT SAVINGS ASSOCIATION,DALLAS,,,assistance,1
30773,1988-08-19,SUNBELT SAVINGS ASSOCIATION OF TEXAS,DALLAS,,,failure,1
31684,1988-08-19,TEXANA S&LA,TEXARKANA,,,failure,1
31967,1988-08-18,AMERICAN BANC SAVINGS ASSOCIAT,DALLAS,,,assistance,1
18506,1988-08-18,CITIZENS STATE BANK,MAUD,,,failure,1
29390,1988-08-18,COMMERCE FS&LA,COMMERCE,,,assistance,1
25811,1988-08-18,FIRST NATIONAL BANK AUSTIN,AUSTIN,,,failure,1
28869,1988-08-18,GLADEWATER FS&LA,GLADEWATER,,,assistance,1
30520,1988-08-18,IRVING S&LA,IRVING,,,assistance,1
31580,1988-08-18,LONGVIEW S&LA,LONGVIEW,,,assistance,1
30828,1988-08-18,MAJESTIC SAVINGS ASSOCIATION,MCKINNEY,,,assistance,1
31750,1988-08-18,PARIS S&LA,PARIS,,,assistance,1
30978,1988-08-18,RICHARDSON SAVINGS ASSOCIATION,DALLAS,,,assistance,1
32124,1988-08-18,SKYLINE SAVINGS ASSOCIATION,DALLAS,,,assistance,1
31985,1988-08-18,SOUTHLAND SAVINGS ASSOCIATION,LONGVIEW,,,assistance,1
24194,1988-08-18,TOWN & COUNTRY NATIONAL BANK,HARLINGEN,,,failure,1
28127,1988-08-11,CAPITOL FS&LA,EVERGREEN PARK,,,assistance,1
21508,1988-08-11,FIRST BANK,BALCH SPRINGS,,,failure,1
29050,1988-08-11,FIRST FEDERAL SAVINGS BANK,SHENADOAH,,,assistance,1
16077,1988-08-11,GALENA PARK STATE BANK,GALENA PARK,,,failure,1
25017,1988-08-11,WEST HOUSTON NATIONAL BANK,HOUSTON,,,failure,1
29944,1988-08-11,WESTERN FS&LA,COUNCIL BLUFFS,,,assistance,1
29848,1988-08-10,FIRST FS&LA OF TAYLORVILLE,TAYLORVILLE,,,assistance,1
17439,1988-08-09,SECURITY STATE BANK,CASEY,,,assistance,1
13644,1988-08-04,FARMERS & MERCHANTS BANK OF ELMO,ELMO,,,failure,1
24139,1988-08-03,ALASKA CONTINENTAL BANK,ANCHORAGE,,,failure,1
28310,1988-08-02,FIRST OF LONGVIEW,LONGVIEW,,,assistance,1
26723,1988-08-02,FIRST REPUBLICBANK DELAWARE,NEWARK,,,failure,1
28575,1988-07-29,AMERICAN OF ANADARKO,ANADARKO,,,failure,1
3084,1988-07-29,"FIRST REPUBLICBANK- AUSTIN, N.A.",AUSTIN,,,failure,1
18832,1988-07-29,FIRST REPUBLICBANK-A&M,COLLEGE STATION,,,failure,1
3065,1988-07-29,"FIRST REPUBLICBANK-ABILENE, N.A.",ABILENE,,,failure,1
3118,1988-07-29,"FIRST REPUBLICBANK-BROWNWOOD, N.A.",BROWNWOOD,,,failure,1
13743,1988-07-29,"FIRST REPUBLICBANK-CLEBURNE, N.A",CLEBURNE,,,failure,1
1181,1988-07-29,FIRST REPUBLICBANK-CLIFTON,CLIFTON,,,failure,1
3147,1988-07-29,"FIRST REPUBLICBANK-CONROE, N.A.",CONROE,,,failure,1
3153,1988-07-29,"FIRST REPUBLICBANK-CORSICANA, N.A.",CORSICANA,,,failure,1
3165,1988-07-29,"FIRST REPUBLICBANK-DALLAS, N.A.",DALLAS,,,failure,1
3173,1988-07-29,"FIRST REPUBLICBANK-DENISON, N.A.",DENISON,,,failure,1
22118,1988-07-29,"FIRST REPUBLICBANK-EL PASO, N.A.",EL PASO,,,failure,1
3189,1988-07-29,"FIRST REPUBLICBANK-ENNIS, N.A.",ENNIS,,,failure,1
1188,1988-07-29,FIRST REPUBLICBANK-FORNEY,FORNEY,,,failure,1
3200,1988-07-29,"FIRST REPUBLICBANK-FT. WORTH, N.A.",FT. WORTH,,,failure,1
3209,1988-07-29,"FIRST REPUBLICBANK-GALVESTON, N.A.",GALVESTON,,,failure,1
3234,1988-07-29,"FIRST REPUBLICBANK-GREENVILLE, N.A.",GREENVILLE,,,failure,1
3246,1988-07-29,"FIRST REPUBLICBANK-HARLINGEN, N.A.",HARLINGEN,,,failure,1
3249,1988-07-29,"FIRST REPUBLICBANK-HENDERSON, N.A.",HENDERSON,,,failure,1
14950,1988-07-29,"FIRST REPUBLICBANK-HILLSBORO, N.A.",HILLSBORO,,,failure,1
3262,1988-07-29,"FIRST REPUBLICBANK-HOUSTON, N.A.",HOUSTON,,,failure,1
17422,1988-07-29,FIRST REPUBLICBANK-JEFFERSON COUNTY,BEAUMONT,,,failure,1
3315,1988-07-29,"FIRST REPUBLICBANK-LUBBOCK, N.A.",LUBBUCK,,,failure,1
9018,1988-07-29,FIRST REPUBLICBANK-LUFKIN,LUFKIN,,,failure,1
15643,1988-07-29,"FIRST REPUBLICBANK-MALAKOFF, N.A",MALAKOFF,,,failure,1
24782,1988-07-29,"FIRST REPUBLICBANK-MIDLAND, N.A.",MIDLAND,,,failure,1
3349,1988-07-29,FIRST REPUBLICBANK-MINERAL WELLS,MINERAL WELLS,,,failure,1
3354,1988-07-29,FIRST REPUBLICBANK-MT. PLEASANT,MT. PLEASANT,,,failure,1
3369,1988-07-29,"FIRST REPUBLICBANK-ODESSA, N.A.",ODESSA,,,failure,1
18932,1988-07-29,FIRST REPUBLICBANK-PARIS,PARIS,,,failure,1
3391,1988-07-29,"FIRST REPUBLICBANK-PLANO, N.A.",PLANO,,,failure,1
3408,1988-07-29,"FIRST REPUBLICBANK-RICHMOND, N.A",RICHMOND,,,failure,1
14819,1988-07-29,FIRST REPUBLICBANK-SAN ANTONIO,SAN ANTONIO,,,failure,1
5537,1988-07-29,FIRST REPUBLICBANK-STEPHENVILLE,STEPHENVILLE,,,failure,1
1717,1988-07-29,"FIRST REPUBLICBANK-TEMPLE, N.A.",TEMPLE,,,failure,1
5563,1988-07-29,"FIRST REPUBLICBANK-TYLER, N.A.",TYLER,,,failure,1
17492,1988-07-29,FIRST REPUBLICBANK-VICTORIA,VICTORIA,,,failure,1
5572,1988-07-29,"FIRST REPUBLICBANK-WACO, N.A.",WACO,,,failure,1
5586,1988-07-29,FIRST REPUBLICBANK-WICHITA FALLS,WICHITA FALLS,,,failure,1
22921,1988-07-29,FIRST REPUBLICBANK-WILLIAMSON CN,AUSTIN,,,failure,1
5513,1988-07-29,NATIONAL BANK OF FT. SAM HOUSTON,FT. SAM HOUSTON,,,failure,1
26315,1988-07-29,WESTLAKE THRIFT & LOAN ASSOCIATION,WESTLAKE VILLAGE,,,failure,1
11146,1988-07-28,FIRST CAPITOL BANK,WEST COLUMBIA,,,failure,1
29707,1988-07-28,GALVA FS&LA,GALVA,,,assistance,1
30302,1988-07-28,HOME FS&LA,PEORIA,,,assistance,1
31388,1988-07-28,MUTUAL FS&LA,CANTON,,,assistance,1
25791,1988-07-28,NATIONAL FIDELITY BANK OF SHREVEPORT,SHREVEPORT,,,failure,1
31898,1988-07-21,FIRST SECURITY  SB,PLEASANT HILL,,,assistance,1
29400,1988-07-21,PLATTE VALLEY  FS&LA,GERING,,,failure,1
5096,1988-07-21,THE FIRST NATIONAL BANK OF BLOOMING PRAIRI,BLOOMING PRAIRIE,,,failure,1
4040,1988-07-21,UNION BANK & TRUST,BARTLESVILLE,,,failure,1
25762,1988-07-15,OAK FOREST NATIONAL BANK,LONGVIEW,,,assistance,1
23380,1988-07-14,ALLEN NATIONAL BANK,ALLEN,,,failure,1
18351,1988-07-14,TEXAS BANK,SAN ANTONIO,,,assistance,1
25765,1988-07-14,"TEXAS BANK NORTH, NA",SAN ANTONIO,,,assistance,1
23082,1988-07-14,THE AMERICAN BANK,PALESTINE,,,failure,1
19965,1988-07-14,THE SECURITY BANK,WARNER,,,failure,1
31875,1988-07-08,MCLEAN S&LA,MCLEAN,,,assistance,1
23056,1988-06-30,FIRST NATIONAL BANK,SHERMAN,,,failure,1
18167,1988-06-30,MERCANTILE BANK & TRUST,SAN ANTONIO,,,failure,1
25816,1988-06-30,REPUBLIC NATIONAL BANK,NORMAN,,,failure,1
21347,1988-06-29,CLAIBORNE BANK & TRUST COMPANY,HOMER,,,failure,1
32022,1988-06-24,LYNNWOOD S&LA,LYNNWOOD,,,assistance,1
32121,1988-06-24,STANFORD S&LA,PALO ALTO,,,assistance,1
20071,1988-06-23,NORTHWEST BANK & TRUST,HOUSTON,,,failure,1
25793,1988-06-23,TEXAS NATIONAL BANK,VICTORIA,,,failure,1
26356,1988-06-23,TRI-CITIES BANK & TRUST,GLENN HEIGHTS,,,failure,1
30983,1988-06-22,FIRST FINANCIAL A SAVINGS ASSOCIATION OF E,EL PASO,,,assistance,1
23942,1988-06-22,THE BANK OF WESTMINSTER,WESTMINSTER,,,failure,1
19817,1988-06-17,THE LIBERTY BANK OF SEATTLE,SEATTLE,,,failure,1
24300,1988-06-16,CENTURY NATIONAL BANK,AUSTIN,,,failure,1
24345,1988-06-16,KINGSLAND NATIONAL BANK,KINGSLAND,,,failure,1
20928,1988-06-14,BANK OF IMBODEN,IMBODEN,,,assistance,1
24054,1988-06-09,PARKWAY BANK & TRUST,DALLAS,,,failure,1
29402,1988-06-06,FRONTIER FEDERAL SAVINGS BANK,DYERSBURG,,,assistance,1
28976,1988-06-03,LARUE FS&LA,HODGENVILLE,,,failure,1
17153,1988-06-02,COMMUNITY STATE BANK,WHITING,,,failure,1
15905,1988-06-02,GUARANTY BANK,DALLAS,,,failure,1
29289,1988-06-02,MUSKEGON FS&LA,MUSKEGON,,,assistance,1
24069,1988-06-02,RIVER PLAZA NATIONAL BANK,FORTH WORTH,,,failure,1
22111,1988-06-02,SECURITY BANK OF AURORA,AURORA,,,failure,1
18512,1988-06-02,SECURITY BANK OF BOULDER,BOULDER,,,failure,1
24190,1988-06-02,"WILLIAMSTOWN BANK, N.A.",HOUSTON,,,failure,1
22511,1988-05-27,SANDY STATE BANK,SANDY,,,failure,1
32008,1988-05-26,BLUEBONNET SA OF TEXAS,HEMPSTEAD,,,assistance,1
25248,1988-05-26,FIRST NATIONAL BANK OF KINGSWOOD,KINGSWOOD,,,failure,1
23416,1988-05-26,LONE STAR BANK,HARRIS COUNTY (BAYTO,,,failure,1
15909,1988-05-26,THE FIRST STATE BANK,ROCKWALL,,,failure,1
28802,1988-05-25,FIRST FS&LA OF HAMMONTON,HAMMONTON,,,assistance,1
32034,1988-05-24,UNIVERSAL S&LA,SCOTTSDALE,,,failure,1
24559,1988-05-19,NATIONAL BANK OF TEXAS,HOUSTON,,,failure,1
30641,1988-05-18,BRIERCROFT SAVINGS ASSOCIATION,AUSTIN,,,assistance,1
30923,1988-05-18,CITY S&LA,SAN ANGELO,,,assistance,1
27750,1988-05-18,LAMAR SAVINGS ASSOCIATION,AUSTIN,,,assistance,1
30946,1988-05-18,STOCKTON SAVINGS ASSOCIATION,DALLAS,,,assistance,1
6086,1988-05-18,THE AMERICAN STATE BANK,YANKTON,,,assistance,1
32062,1988-05-13,ALLIANCE S&LA (HOUSTON),AUSTIN,,,assistance,1
31737,1988-05-13,CAMERON COUNTY S&LA,SAN BENITO,,,assistance,1
32463,1988-05-13,CARDINAL SAVINGS BANK,NEWPORT,,,failure,1
29569,1988-05-13,COLORADO COUNTY FS&LA,COLUMBUS,,,assistance,1
31151,1988-05-13,SECURITY S&LA,DICKINSON,,,assistance,1
23529,1988-05-13,WESTSIDE NATIONAL BANK,HOUSTON,,,failure,1
12295,1988-05-12,THE FIRST STATE BANK,CHILDRESS,,,failure,1
15745,1988-05-06,FOREST CITY BANK & TRUST CO.,FOREST CITY,,,failure,1
24999,1988-05-05,LINCOLN NATIONAL BANK,ARLINGTON,,,failure,1
22284,1988-05-05,UNION BANK & TRUST OF DALLAS,DALLAS,,,failure,1
27844,1988-04-29,AMERICAN FS&LA,ANDERSON,,,failure,1
21787,1988-04-29,OAK PARK BANK,OAK PARK HEIGHTS,,,failure,1
23349,1988-04-28,CITIZENS BANK OF TULSA,TULSA,,,assistance,1
10892,1988-04-25,BOND COUNTY STATE BANK,POCAHONTAS,,,assistance,1
20327,1988-04-22,THE VILLAGE BANK,GREAT FALLS,,,failure,1
20229,1988-04-22,UNITY BANK,DAYTON,,,failure,1
22611,1988-04-21,CITIZENS NATIONAL BANK,COLORADO SPRINGS,,,failure,1
25274,1988-04-21,TEXAS NATIONAL BANK,AUSTIN,,,failure,1
18556,1988-04-20,BANK OF SANTA FE,SANTA FE,,,assistance,1
26339,1988-04-20,FIRST CITY - SIOUX FALLS N.A.,SIOUX FALLS,,,assistance,1
17343,1988-04-20,"FIRST CITY, TEXAS - ALICE",ALICE,,,assistance,1
20255,1988-04-20,"FIRST CITY, TEXAS - ALMEDA GENOA",HOUSTON,,,assistance,1
20029,1988-04-20,"FIRST CITY, TEXAS - ARANSAS PASS",ARANSAS PASS,,,assistance,1
17133,1988-04-20,"FIRST CITY, TEXAS - ARLINGTON",ARLINGTON,,,assistance,1
15721,1988-04-20,"FIRST CITY, TEXAS - AUSTIN",AUSTIN,,,assistance,1
22816,1988-04-20,"FIRST CITY, TEXAS - BEAR CREEK",HARRIS COUNTY,,,assistance,1
3093,1988-04-20,"FIRST CITY, TEXAS - BEAUMONT",BEAUMONT,,,assistance,1
21044,1988-04-20,"FIRST CITY, TEXAS - BELLAIRE",BELLAIRE,,,assistance,1
3120,1988-04-20,"FIRST CITY, TEXAS - BRYAN",BRYAN,,,assistance,1
18151,1988-04-20,"FIRST CITY, TEXAS - CENTRAL",BEAUMONT,,,assistance,1
22038,1988-04-20,"FIRST CITY, TEXAS - CENTRAL ARLINGTON",ARLINGTON,,,assistance,1
19810,1988-04-20,"FIRST CITY, TEXAS - CENTRAL PARK",SAN ANTONIO,,,assistance,1
20979,1988-04-20,"FIRST CITY, TEXAS - CLEAR LAKE",HOUSTON,,,assistance,1
20779,1988-04-20,"FIRST CITY, TEXAS - COLLEYVILLE",COLLEYVILLE,,,assistance,1
21190,1988-04-20,"FIRST CITY, TEXAS - CORPUS CHRISTI",CORPUS CHRISTI,,,assistance,1
1722,1988-04-20,"FIRST CITY, TEXAS - DALLAS",DALLAS,,,assistance,1
17911,1988-04-20,"FIRST CITY, TEXAS - EAST DALLAS",DALLAS,,,assistance,1
16560,1988-04-20,"FIRST CITY, TEXAS - EL PASO",EL PASO,,,assistance,1
18436,1988-04-20,"FIRST CITY, TEXAS - FARMERS BRANCH",FARMERS BRANCH,,,assistance,1
21907,1988-04-20,"FIRST CITY, TEXAS - FONDREN SOUTH",HOUSTON,,,assistance,1
21381,1988-04-20,"FIRST CITY, TEXAS - FOREST HILL",FOREST HILL,,,assistance,1
24061,1988-04-20,"FIRST CITY, TEXAS - FORT WORTH",FORT WORTH,,,assistance,1
19265,1988-04-20,"FIRST CITY, TEXAS - GARLAND",GARLAND,,,assistance,1
18079,1988-04-20,"FIRST CITY, TEXAS - GATEWAY",BEAUMONT,,,assistance,1
3227,1988-04-20,"FIRST CITY, TEXAS - GRAHAM",GRAHAM,,,assistance,1
16543,1988-04-20,"FIRST CITY, TEXAS - GRAND PRAIRIE",GRAND PRAIRIE,,,assistance,1
20729,1988-04-20,"FIRST CITY, TEXAS - GULFGATE",HOUSTON,,,assistance,1
20980,1988-04-20,"FIRST CITY, TEXAS - HIGHLAND VILLAGE",HOUSTON,,,assistance,1
13702,1988-04-20,"FIRST CITY, TEXAS - HOUSTON, NA",HOUSTON,,,assistance,1
10357,1988-04-20,"FIRST CITY, TEXAS - HUMBLE",HUMBLE,,,assistance,1
21101,1988-04-20,"FIRST CITY, TEXAS - INWOOD FOREST",HOUSTON,,,assistance,1
17299,1988-04-20,"FIRST CITY, TEXAS - KOUNTZE",KOUNTZE,,,assistance,1
16524,1988-04-20,"FIRST CITY, TEXAS - LAKE JACKSON",LAKE JACKSON,,,assistance,1
20003,1988-04-20,"FIRST CITY, TEXAS - LANCASTER",LANCASTER,,,assistance,1
9977,1988-04-20,"FIRST CITY, TEXAS - LEWISVILLE",LEWISVILLE,,,assistance,1
3316,1988-04-20,"FIRST CITY, TEXAS - LUFKIN",LUFKIN,,,assistance,1
3318,1988-04-20,"FIRST CITY, TEXAS - MADISONVILLE",MADISONVILLE,,,assistance,1
19410,1988-04-20,"FIRST CITY, TEXAS - MARKET CENTER",DALLAS,,,assistance,1
21876,1988-04-20,"FIRST CITY, TEXAS - MEDICAL CENTER",HOUSTON,,,assistance,1
3344,1988-04-20,"FIRST CITY, TEXAS - MIDLAND",MIDLAND,,,assistance,1
23237,1988-04-20,"FIRST CITY, TEXAS - NORTH BELT",HOUSTON,,,assistance,1
24063,1988-04-20,"FIRST CITY, TEXAS - NORTHCHASE",HOUSTON,,,assistance,1
22285,1988-04-20,"FIRST CITY, TEXAS - NORTHEAST",HOUSTON,,,assistance,1
19667,1988-04-20,"FIRST CITY, TEXAS - NORTHLINE",HOUSTON,,,assistance,1
24759,1988-04-20,"FIRST CITY, TEXAS - NORTHWEST HILLS",AUSTIN,,,assistance,1
3374,1988-04-20,"FIRST CITY, TEXAS - ORANGE",ORANGE,,,assistance,1
23526,1988-04-20,"FIRST CITY, TEXAS - PLANO",PLANO,,,assistance,1
1211,1988-04-20,"FIRST CITY, TEXAS - RICHARDSON",RICHARDSON,,,assistance,1
3409,1988-04-20,"FIRST CITY, TEXAS - RICHMOND",RICHMOND,,,assistance,1
5506,1988-04-20,"FIRST CITY, TEXAS - SAN ANGELO",SAN ANGELO,,,assistance,1
24723,1988-04-20,"FIRST CITY, TEXAS - SAN ANTONIO",SAN ANTONIO,,,assistance,1
11914,1988-04-20,"FIRST CITY, TEXAS - SOUR LAKE",SOUR LAKE,,,assistance,1
5562,1988-04-20,"FIRST CITY, TEXAS - TYLER",TYLER,,,assistance,1
20411,1988-04-20,"FIRST CITY, TEXAS - VALLEY VIEW",DALLAS,,,assistance,1
23055,1988-04-20,"FIRST CITY, TEXAS - WESTHEIMER",HOUSTON,,,assistance,1
24358,1988-04-20,"FIRST CITY, TEXAS - WESTHEIMER PLAZA",HOUSTON,,,assistance,1
24607,1988-04-20,"FIRST CITY, TEXAS - WESTWOOD",HOUSTON,,,assistance,1
18563,1988-04-20,"FIRST CITY, TEXAS - WINDSOR PARK",SAN ANTONIO,,,assistance,1
16353,1988-04-19,MC ALLEN STATE BANK,MC ALLEN,,,failure,1
15811,1988-04-15,BURNS STATE BANK,BURNS,,,assistance,1
26701,1988-04-15,COLONIAL THRIFT & LOAN ASSOCIATION,CULVER CITY,,,failure,1
90027,1988-04-15,METROPOLITAN INDUSTRIAL BANK,DENVER,,,failure,1
24765,1988-04-14,"CY-FAIR BANK, N.A.",HARRIS COUNTY,,,failure,1
22188,1988-04-14,JENNINGS BANK,JENNINGS,,,failure,1
27866,1988-04-12,VALLEY FEDERAL SAVINGS AND LOAN,ERWIN,,,assistance,1
30061,1988-04-11,CITIZENS SAVINGS AND LOAN,EAST ALTON,,,assistance,1
31950,1988-04-11,TRI-CITIES SAVINGS AND LOAN,KENNEWICK,,,assistance,1
15081,1988-04-08,CITIZENS STATE BANK OF EAGLE BEND,EAGLE BEND,,,failure,1
28456,1988-04-08,FIRST FEDERAL OF SHAWNEE,SHAWNEE,,,failure,1
24390,1988-04-07,CENTRAL NATIONAL BANK,DALLAS,,,failure,1
13667,1988-04-07,HOME STATE BANK,TRENT,,,failure,1
20260,1988-03-31,FIRST BANK & TRUST,TOMBALL,,,failure,1
17112,1988-03-31,UNION BANK & TRUST COMPANY,OKLAHOMA CITY,,,failure,1
24978,1988-03-25,FIRST NATIONAL BANK OF DEL CITY,DEL CITY,,,failure,1
20702,1988-03-24,CASHION COMMUNITY BANK,CASHION,,,failure,1
17293,1988-03-24,CENTURY BANK,TULSA,,,failure,1
13640,1988-03-18,CITIZENS STATE BK OF GIBBON,GIBBON,,,failure,1
1930,1988-03-18,STATE BANK OF MORGAN,MORGAN,,,failure,1
19898,1988-03-17,FIRST NATIONAL BANK OF PORT ALLEN,PORT ALLEN,,,failure,1
25783,1988-03-15,MOREHEAD NATIONAL BANK,MOREHEAD,,,assistance,1
28766,1988-03-11,FIRST FEDERAL SAVINGS BANK,WATERLOO,,,assistance,1
31371,1988-03-11,FIRST FEDERATED SAVINGS BANK,N. PALM BEACH,,,assistance,1
29770,1988-03-11,FIRST FS&LA OF PADUCAH,PADUCAH,,,failure,1
26227,1988-03-11,FIRST INTERCOUNTY BANK OF NEW YORK,NEW YORK,,,failure,1
30818,1988-03-11,PEOPLES FS&LA,WATERLOO,,,assistance,1
29982,1988-03-11,PERPETUAL S&LA,WATERLOO,,,assistance,1
26546,1988-03-10,FIRST AMERICAN BANK & TR OF FRIENDSWOOD,FRIENDSWOOD,,,failure,1
14241,1988-03-10,FIRST AMERICAN BANK & TRUST OF BAYTOWN,BAYTOWN,,,failure,1
23547,1988-03-10,FIRST AMERICAN BANK & TRUST OF MANVEL,MANVEL,,,failure,1
29265,1988-03-10,FIRST FS&LA OF CRAIG,CRAIG,,,assistance,1
13254,1988-03-10,FRENCHMAN VALLEY BANK,PALISADE,,,failure,1
8100,1988-03-10,HAYESVILLE SAVINGS BANK,HAYESVILLE,,,failure,1
18598,1988-03-10,"SECURITY BANK OF DENVER, N.A.",DENVER,,,failure,1
4074,1988-03-10,THE FIRST NAT BANK & TRUST CO. OF CUSHING,CUSHING,,,failure,1
25331,1988-03-03,FLOWER MOUND BANK,FLOWER MOUND,,,failure,1
17726,1988-03-03,THE HOME STATE BANK,RUSSELL,,,failure,1
23972,1988-02-25,AMERICAN NATIONAL BANK,STAFFORD,,,failure,1
25743,1988-02-25,COLLIN COUNTY STATE BANK,MELISSA,,,failure,1
20273,1988-02-25,"HARRIS COUNTY BANK HOUSTON, N.A.",HOUSTON,,,failure,1
22920,1988-02-18,MUSTANG COMMUNITY BANK,MUSTANG,,,failure,1
15862,1988-02-18,THE FARMERS & MERCHANTS BK OF HILL CITY,HILL CITY,,,failure,1
18806,1988-02-12,AMERICAN NATIONAL BANK,PARMA,,,assistance,1
23395,1988-02-12,BASIN STATE BANK,VERNAL,,,failure,1
25288,1988-02-12,GLOBAL BANK,HIALEAH,,,failure,1
10155,1988-02-12,THE FIRST STATE BANK,WHITE CLOUD,,,failure,1
24836,1988-02-11,"FIRST HOUSTON BANK, N.A.",HOUSTON,,,failure,1
19303,1988-02-11,FIRST STATE BANK,OILTON,,,failure,1
29257,1988-02-10,MAGNET BANK FSB,CHARLESTON,,,assistance,1
30823,1988-02-10,MOUNTAIN STATE FS&LA,CLARKSBURG,,,assistance,1
29246,1988-02-10,TRADERS FS&LA,PARKERSBURG,,,assistance,1
18495,1988-02-05,BANK OF DALLAS,DALLAS,,,failure,1
5832,1988-02-03,THE BANK OF LOUISBURG,LOUISBURG,,,failure,1
32118,1988-01-29,TERRITORY S&LA,SEMINOLE,,,failure,1
25194,1988-01-29,THE TRUST BANK,HIALEAH,,,failure,1
18462,1988-01-28,ALASKA MUTUAL BANK,ANCHORAGE,,,assistance,1
23511,1988-01-28,HOUSTON COMMERCE BANK,HOUSTON,,,failure,1
16489,1988-01-28,PORT CITY BANK,HOUSTON,,,failure,1
22183,1988-01-28,UNITED BANK ALASKA,ANCHORAGE,,,assistance,1
10957,1988-01-27,CITIZENS STATE BANK,HAYFIELD,,,assistance,1
23038,1988-01-22,BANK OF CASPER,CASPER,,,failure,1
19759,1988-01-21,CEDAR VALE STATE BANK,CEDAR VALE,,,failure,1
24965,1988-01-21,LOUISIANA COMMERCIAL BANK,MADISONVILLE,,,failure,1
15867,1988-01-21,NORTHWEST BANK,DALLAS,,,failure,1
23971,1988-01-21,SAM HOUSTON NAT'L BANK OF WALKER,HUNTSVILLE,,,failure,1
20650,1988-01-21,UNITED MERCANTILE BANK,SHREVEPORT,,,failure,1
23042,1988-01-21,WILLISTON BASIN STATE BANK,WILLISTON,,,failure,1
14376,1988-01-20,AREDALE STATE BANK,AREDALE,,,failure,1
31593,1988-01-15,FIRST SAVINGS OF EAST TEXAS,SAN AUGUSTINE,,,failure,1
24333,1988-01-14,BALBOA NATIONAL BANK,NATIONAL CITY,,,failure,1
19779,1988-01-14,COLONIAL BANK,NEW ORLEANS,,,failure,1
3352,1988-01-14,THE MORAN NATIONAL BANK,MORAN,,,failure,1
19546,1988-01-13,THE JEFFERSON GUARANTY BANK,METAIRIE,,,assistance,1
23931,1988-01-08,THE NORTH AMERICAN BANK,PHOENIX,,,failure,1
26540,1988-01-07,COMMERCE BANK OF PLANO,PLANO,,,failure,1
12133,1988-01-07,THE PEOPLES STATE BANK & TRUST CO,ELLINWOOD,,,assistance,1
