fdic_cert_number,failure_date,bank_name,city,state,acquiring_institution,event_type,distress_label
24652,1990-06-14,WILLOW BEND NATIONAL BANK,PLANO,,,failure,1
30770,1990-06-08,FIRST BANKERS TRUST,MIDLAND,,,failure,1
30390,1990-06-08,HOME FEDERAL,WORCESTER,,,failure,1
28716,1990-06-08,HOMETOWN SAVINGS BANK FSB,DELPHI,,,failure,1
23795,1990-06-08,THE MERCHANTS BANK OF CALIFORNIA,BEVERLY HILLS,,,failure,1
25300,1990-06-07,CLIFTON NATIONAL BANK,CLIFTON,,,failure,1
24496,1990-06-07,HULEN NATIONAL BANK,FORT WORTH,,,failure,1
20240,1990-06-07,RICHMARK BANK,HOUSTON,,,failure,1
24724,1990-06-07,TEXAS NATIONAL BANK,EL PASO,,,failure,1
28419,1990-06-01,FIRST ANNAPOLIS SAVINGS,ANNAPOLIS,,,failure,1
32323,1990-06-01,GREAT LIFE FSA,SUNRISE,,,failure,1
32315,1990-06-01,INVESTORS OF FLORIDA,DEERFIELD BEACH,,,failure,1
28848,1990-06-01,MUTUAL S & LA,WEATHERFORD,,,failure,1
3410,1990-06-01,"NBC BANK- SOUTH TEXAS, NATIONAL",CORPUS CHRISTI,,,failure,1
22404,1990-06-01,"NBC BANK-AUSTIN, NATIONAL ASSOC",AUSTIN,,,failure,1
19185,1990-06-01,"NBC BANK-BOERNE, NATIONAL ASSOC",BOERNE,,,failure,1
20276,1990-06-01,"NBC BANK-HOUSTON, NATIONAL ASSOC",HOUSTON,,,failure,1
22685,1990-06-01,"NBC BANK-KERRVILLE, NATIONAL ASSOC",KERRVILLE,,,failure,1
15488,1990-06-01,"NBC BANK-RIO GRANDE VALLEY, NA",MISSION,,,failure,1
5512,1990-06-01,"NBC BANK-SAN ANTONIO, NATIONAL ASSOC",SAN ANTONIO,,,failure,1
5524,1990-06-01,"NBC BANK-SEGUIN, NATIONAL ASSOC",SEGUIN,,,failure,1
19307,1990-06-01,"NBC BANK-UVALDE, NATIONAL ASSOC",UVALDE,,,failure,1
2614,1990-06-01,THE HOME NATIONAL BANK OF MILFORD,MILFORD,,,failure,1
31671,1990-06-01,TIME FS & LA,SAN FRANCISCO,,,failure,1
25909,1990-05-31,ROCKY MOUNTAIN NATIONAL BANK,DENVER,,,failure,1
1193,1990-05-31,THE HUNTSVILLE NATIONAL BANK,HUNTSVILLE,,,failure,1
23499,1990-05-31,"THE WILSHIRE BANK, NATIONAL ASSOC",LOS ANGELES,,,failure,1
32056,1990-05-25,AMERICAN PIONEER SAVINGS BANK,ORLANDO,,,failure,1
31938,1990-05-25,"BANK USA, FEDERAL ASSOCIATION",SILVIS,,,failure,1
31078,1990-05-25,CAGAUS-CENTRAL FEDERAL SAVINGS,CAGUAS,,,failure,1
27980,1990-05-25,FIRST AMERICAN FEDERAL SAVINGS,FORT SMITH,,,failure,1
29324,1990-05-25,FIRST FEDERAL SAVINGS & LOAN,NEW BRAUNFELS,,,failure,1
31726,1990-05-25,REMINGTON FEDERAL SAVINGS ASSOC.,ELGIN,,,failure,1
15366,1990-05-24,FARMERS STATE BANK OF BROOKSHIRE,BROOKSHIRE,,,failure,1
11456,1990-05-24,GENTRY COUNTY BANK,ALBANY,,,failure,1
24896,1990-05-24,"MEMORIAL BANK, NATIONAL ASSOCIATION",HOUSTON,,,failure,1
25100,1990-05-24,MIDWAY NATIONAL BANK,DALLAS,,,failure,1
28944,1990-05-18,FIRST FEDERAL SAVINGS OF CONROE,CONROE,,,failure,1
30432,1990-05-18,FIRST FSA,BORGER,,,failure,1
29130,1990-05-18,JENNINGS FSA,JENNINGS,,,failure,1
28811,1990-05-18,JONESBORO FEDERAL SA,JONESBORO,,,failure,1
26862,1990-05-18,"MERCHANTSBANK OF BOSTON, A CO-OP",BOSTON,,,failure,1
30592,1990-05-18,SOUTHWEST SAVINGS ASSOCIATION,DALLAS,,,failure,1
5547,1990-05-17,FIRST-TAYLOR NATIONAL BANK,TAYLOR,,,failure,1
3216,1990-05-17,THE FIRST NATIONAL BANK OF GEORGETOWN,GEORGETOWN,,,failure,1
30147,1990-05-15,UNITED SAVINGS FSB,PATERSON,,,failure,1
31508,1990-05-11,FIRST FSA OF BREAUX BRIDGE,BREAUX BRIDGE,,,failure,1
32576,1990-05-11,GREAT WEST FEDERAL SAVINGS BANK,CRAIG,,,failure,1
31134,1990-05-11,THE FEDERAL SAVINGS BANC FA,ARLINGTON,,,failure,1
29182,1990-05-11,"UNITED SAVINGS BANK, FSB",WINDOM,,,failure,1
19026,1990-05-10,COMMONWEALTH NATIONAL BANK,DALLAS,,,failure,1
23527,1990-05-10,DOMINION NATIONAL BANK OF DENVER,DENVER,,,failure,1
23699,1990-05-10,FIRST NATIONAL BANK OF DESOTO,DESOTO,,,failure,1
16108,1990-05-10,FIRST NATIONAL BANK OF GRAND SALINE,GRAND SALINE,,,failure,1
25052,1990-05-09,CHANCERY NATIONAL BANK,DENVER,,,failure,1
32411,1990-05-08,"MISSISSIPPI SAVINGS BANK, FSB",BATESVILLE,,,failure,1
28526,1990-05-04,CAPITOL FEDERAL SAVINGS & LOAN,AURORA,,,failure,1
28257,1990-05-04,FIRST FED. SAVINGS BANK & TRUST,INDEPENDENCE,,,failure,1
30130,1990-05-04,MUTUAL AIDE S & LA,MANASQUAN,,,failure,1
31982,1990-05-04,PENINSULA S & LA,SOUTH SAN FRANCISCO,,,failure,1
31433,1990-05-04,SECURITY FEDERAL SAVINGS BANK,CARLSBAD,,,failure,1
25138,1990-05-04,TUCKER STATE BANK,JACKSONVILLE,,,failure,1
22262,1990-05-03,"FIRST NATIONAL BANK, NORTHEAST",AUSTIN,,,failure,1
21812,1990-05-03,RICHARDSON NATIONAL BANK,RICHARDSON,,,failure,1
29581,1990-04-27,HOME OWNERS SAVINGS BANK,BURLINGTON,,,failure,1
28666,1990-04-27,SANTA BARBARA S & L ASSOC.,SANTA BARBARA,,,failure,1
23002,1990-04-26,CENTRAL ARIZONA BANK,CHANDLER,,,failure,1
25666,1990-04-26,GUARDIAN BANK,SCOTTSDALE,,,failure,1
24666,1990-04-26,"SIGNATURE BANK, NATIONAL ASSOCIATION",DALLAS,,,failure,1
18721,1990-04-26,TRINITY NATIONAL BANK OF DALLAS,DALLAS,,,failure,1
25831,1990-04-20,BERGEN PARK NATIONAL BANK,EVERGREEN,,,failure,1
32253,1990-04-20,ENTERPRISE FED. FSA,CLEARWATER,,,failure,1
32187,1990-04-20,FIRST NETWORK SAVINGS BANK,LOS ANGELES,,,failure,1
28307,1990-04-20,FIRST SAVINGS & LOAN,MASSILON,,,failure,1
30301,1990-04-20,HERITAGE FSA,LAMAR,,,failure,1
31897,1990-04-20,SOUTHEASTERN FEDERAL SAVINGS BANK,LAUREL,,,failure,1
30305,1990-04-20,TEXAS FSA,SAN ANTONIO,,,failure,1
24941,1990-04-19,ACADIANA NATIONAL BANK,LAFAYETTE,,,failure,1
17952,1990-04-19,CHAS. SCHREINER BANK,KERRVILLE,,,failure,1
15051,1990-04-19,CORINTH DEPOSIT NATIONAL BANK,CORINTH,,,failure,1
18110,1990-04-19,COVE STATE BANK,COPPERAS COVE,,,failure,1
22147,1990-04-19,FIRST STATE BANK OF CRANDALL,CRANDALL,,,failure,1
24915,1990-04-19,SECURITY NATIONAL BANK OF ELGIN,ELGIN,,,failure,1
16070,1990-04-18,"THE SEAMEN'S BANK OF SAVINGS, FS",NEW YORK,,,failure,1
31271,1990-04-12,CONSTITUTION FED. SAVINGS ASSOC.,MONTEREY PARK,,,failure,1
31233,1990-04-12,FIRST FEDERAL SAVINGS & LOAN,WARNER ROBINS,,,failure,1
15869,1990-04-12,THE BAZINE STATE BANK,BAZINE,,,failure,1
25780,1990-04-05,CHAMPIONS POINT NATIONAL BANK,HOUSTON,,,failure,1
27839,1990-04-05,"COLONY SAVINGS BANK, FSB",MONACA,,,failure,1
18793,1990-04-05,FIRST BANK & TRUST COMPANY,CEDAR HILL,,,failure,1
18840,1990-03-30,EVERMAN NATIONAL BANK OF FORT WORTH,FORT WORTH,,,failure,1
26469,1990-03-30,IMPERIAL BANK,CORAL GABLES,,,failure,1
3071,1990-03-29,ALVORD NATIONAL BANK,ALVORD,,,failure,1
26648,1990-03-29,"CROWN BANK, NATIONAL ASSOCIATION",SAN ANTONIO,,,failure,1
24014,1990-03-29,FIRST NATIONAL BANK OF GARLAND,GARLAND,,,failure,1
22829,1990-03-22,AMERICAN BANK OF ARLINGTON,ARLINGTON,,,failure,1
19602,1990-03-22,COMMUNITY BANK,NEW CANEY,,,failure,1
17665,1990-03-22,MIAMI NATIONAL BANK,MIAMI,,,failure,1
5507,1990-03-22,THE CENTRAL NATIONAL BANK OF SAN ANGELO,SAN ANGELO,,,failure,1
26353,1990-03-22,"THE WALLER BANK, NATIONAL ASSOCIATION",WALLER,,,failure,1
32330,1990-03-16,FIRST AMERICA FSB,LONGMONT,,,failure,1
29403,1990-03-16,FIRST FS & LA OF WICHITA FALLS,WICHITA FALLS,,,failure,1
31828,1990-03-16,GREAT AMERICAN FS & LA,CORINTH,,,failure,1
29137,1990-03-16,LAKELAND SAVINGS BANK FSB,DETROIT LAKES,,,failure,1
29122,1990-03-16,NASAU FEDERAL SAVINGS & LOAN,BROOKLYN,,,failure,1
32097,1990-03-16,PACIFIC COAST S & LA,SAN FRANCISCO,,,failure,1
31547,1990-03-16,SUN FEDERAL SAVINGS ASSOC.,FORT DODGE,,,failure,1
31455,1990-03-16,"UNITED FEDERAL SAVINGS, FA",NEW ORLEANS,,,failure,1
30194,1990-03-16,WHITESTONE SAVINGS,WHITESTONE,,,failure,1
9880,1990-03-15,BANK OF MEEKER,MEEKER,,,failure,1
25649,1990-03-15,INDEPENDENT NATIONAL BANK,PHOENIX,,,failure,1
23065,1990-03-15,LIBERTY CITY STATE BANK,LIBERTY CITY,,,failure,1
21630,1990-03-09,FIRST BANK NATIONAL ASSOCIATION,CLEVELAND,,,failure,1
28697,1990-03-09,HIAWATHA SAVINGS & LOAN,HIAWATHA,,,failure,1
31873,1990-03-09,INVESTORS SAVINGS BANK,NASHVILLE,,,failure,1
30795,1990-03-09,NASSAU S & LA,PRINCETON,,,failure,1
30267,1990-03-09,PEOPLES FS & LA,BARTLESVILLE,,,failure,1
31965,1990-03-09,WESTPORT FEDERAL SAVINGS BANK,HANFORD,,,failure,1
30398,1990-03-09,YORKWOOD S & LA,MAPLEWOOD,,,failure,1
22405,1990-03-08,CITIZENS NATIONAL BANK,DENTON,,,failure,1
18647,1990-03-08,FARMERS STATE BANK,SCHULENBERG,,,failure,1
16457,1990-03-08,UNIVERSITY NATIONAL BANK OF COLLEGE STATIO,COLLEGE STATION,,,failure,1
32588,1990-03-02,HAVEN FS & LA,WINTER HAVEN,,,failure,1
31174,1990-03-02,NEW ATHENS FS & LA,NEW ATHENS,,,failure,1
31744,1990-03-02,NORTH CAROLINA FS & LA,CHARLOTTE,,,failure,1
30697,1990-03-02,PIMA S & LA,TUCSON,,,failure,1
30752,1990-03-02,SECURITY FS & LA,RICHMOND,,,failure,1
24075,1990-03-01,COMMUNITY STATE BANK OF ONALASKA,ONALASKA,,,failure,1
5516,1990-03-01,FIRST NATIONAL BANK OF SANGER,SANGER,,,failure,1
26608,1990-03-01,SEARCH NATIONAL BANK,DALLAS,,,failure,1
31073,1990-02-23,COMMUNITY FEDERAL SAVINGS BANK,EAST MOLINE,,,failure,1
27739,1990-02-23,FIRST ATLANTIC S & LA,PLAINFIELD,,,failure,1
28176,1990-02-23,FIRST FEDERAL SAV. ASSOC./BLUEFIELD,BLUEFIELD,,,failure,1
30510,1990-02-23,FIRST STANDARD FED. SAVINGS ASSOC.,FAIRMONT,,,failure,1
28488,1990-02-23,FRONTIER FS & LA,WALLA WALLA,,,failure,1
30854,1990-02-23,GREENWOOD FS & LA,GREENWOOD,,,failure,1
28517,1990-02-23,IMPERIAL FEDERAL SAVINGS ASSOC.,SAN DIEGO,,,failure,1
31273,1990-02-23,MERCURY SAVINGS,HUNTINGTON BEACH,,,failure,1
31801,1990-02-23,NOWLIN SA,FT. WORTH,,,failure,1
28311,1990-02-23,PROVIDENT SA,CASPER,,,failure,1
31660,1990-02-23,TEXASBANC SAVINGS,CONROE,,,failure,1
20150,1990-02-23,THE BANK OF RUIDOSO,RUIDOSO,,,failure,1
24752,1990-02-23,THE RED RIVER BANK,RED RIVER,,,failure,1
29451,1990-02-23,VANGUARD SB,VANDERGRIEF,,,failure,1
8949,1990-02-22,THE FIRST STATE BANK OF REGENT,REGENT,,,failure,1
28220,1990-02-21,THE BEN FRANKLIN FS & LA,PORTLAND,,,failure,1
31320,1990-02-16,"EQUITABLE S & LA, FA",COLUMBUS,,,failure,1
28829,1990-02-16,FIDELITY SAVINGS BANK,DANVILLE,,,failure,1
30311,1990-02-16,FRANKLIN FSA,OTTAWA,,,failure,1
27850,1990-02-16,FREEDOM SA,COLUMBUS,,,failure,1
28911,1990-02-16,GREAT AMERICAN FS & LA,OAK PARK,,,failure,1
29318,1990-02-16,HERITAGE FSB,OMAHA,,,failure,1
28247,1990-02-16,STATE FS & LA,TULSA,,,failure,1
32101,1990-02-16,WESTERN EMPIRE FS & LA,YORBA LINDA,,,failure,1
26667,1990-02-15,GATEWAY NATIONAL BANK,PHOENIX,,,failure,1
21436,1990-02-15,HUFFMAN BANK,HUFFMAN,,,failure,1
23452,1990-02-15,NORTHWAY NATIONAL BANK,DALLAS,,,failure,1
29127,1990-02-09,"ABQ BANK, A FSB",ALBUQUERQUE,,,failure,1
29728,1990-02-09,AMERICAN FEDERAL SAVINGS ASSOC.,DES MOINES,,,failure,1
28205,1990-02-09,FAIRMONT FEDERAL SAVINGS ASSOC.,FAIRMONT,,,failure,1
32094,1990-02-09,HUNTINGTON FS & LA,HUNTINGTON BEACH,,,failure,1
32515,1990-02-09,LIBERTY SAVINGS BANK FSB,RANDALLSTOWN,,,failure,1
29840,1990-02-09,VERMONT SA,TIMONIUM,,,failure,1
4237,1990-02-08,THE FIRST NATIONAL BANK OF COLBERT,COLBERT,,,failure,1
29000,1990-02-02,"CENTRUST BANK, SB",MIAMI,,,failure,1
16816,1990-02-02,CITIZENS NATIONAL BANK OF WALNUT RIDGE,WALNUT RIDGE,,,failure,1
29470,1990-02-02,CLYDE FS & LA,NORTH RIVERSIDE,,,failure,1
26429,1990-02-02,COMMERCE BANK OF TAMPA,TAMPA,,,failure,1
27915,1990-02-02,HENDERSON HOME S & LA,HENDERSON,,,failure,1
30803,1990-02-02,"PIONEER SAVINGS BANK, FSB",CLEARWATER,,,failure,1
32261,1990-02-02,SENTINEL FS & LA,PHOENIX,,,failure,1
24393,1990-02-01,TYLER NATIONAL BANK,TYLER,,,failure,1
31400,1990-01-31,MERABANK FSB,PHOENIX,,,failure,1
3164,1990-01-26,"BANCTEXAS DALLAS, N.A.",DALLAS,,,failure,1
30309,1990-01-26,COLONIAL S & LA,CAPE GIRARDEAU,,,failure,1
19273,1990-01-26,CREDITBANK,CUTLER RIDGE,,,failure,1
24937,1990-01-26,"FIDELITY BANK, NATIONAL ASSOCIATION",SAN ANTONIO,,,failure,1
28929,1990-01-26,FIRST SAVINGS ASSOC.,BISMARK,,,failure,1
31991,1990-01-26,GRAND PRAIRIE FS & LA,STUTTGART,,,failure,1
16036,1990-01-26,"MONROE SAVINGS BANK, FSB",ROCHESTER,,,failure,1
32089,1990-01-26,PALO DURO FS & LA,AMARILLO,,,failure,1
32003,1990-01-26,UVALDE FS & LA,UVALDE,,,failure,1
31710,1990-01-26,WILLIAMSBURG FS & LA,SALT LAKE CITY,,,failure,1
1215,1990-01-25,"FARMERS STATE BANK OF SHIRO, TEXAS",SHIRO,,,failure,1
30321,1990-01-24,EMPIRE OF AMERICA FSB,BUFFALO,,,failure,1
31310,1990-01-18,BROOKHAVEN FS & LA,BROOKHAVEN,,,failure,1
31213,1990-01-18,COLONIAL FEDERAL SAVINGS ASSOC.,PRAIRIE VILLAGE,,,failure,1
30677,1990-01-18,DUVAL FEDERAL SAVINGS ASSN.,JACKSONVILLE,,,failure,1
30855,1990-01-18,FIRST FED. SAVINGS ASSOC. OF YORK,YORK,,,failure,1
27765,1990-01-18,FRONTIER FEDERAL SAVINGS BANK,BELLEVILLE,,,failure,1
28830,1990-01-18,GEM CITY FS & LA,QUINCY,,,failure,1
31463,1990-01-18,KARNES COUNTY FS & LA,KARNES CITY,,,failure,1
29465,1990-01-18,MARSHALL FS & LA,MARSHALL,,,failure,1
31052,1990-01-18,STANDARD FSA,HOUSTON,,,failure,1
28340,1990-01-11,AMERICAN FSB,SANFORD,,,failure,1
28884,1990-01-11,ATLANTIC FINANCIAL SAVINGS,BALA CYNWYD,,,failure,1
29803,1990-01-11,CERTIFIED FSA,GEORGETOWN,,,failure,1
32122,1990-01-11,DEPOSIT TRUST FEDERAL SAVINGS,MONROE,,,failure,1
28863,1990-01-11,FAMILY FEDERAL SAVINGS,DALLAS,,,failure,1
32342,1990-01-11,FINANCIAL FS & LA,FRESNO,,,failure,1
28940,1990-01-11,"HORIZON SAVINGS BANK, FSB",WILMETTE,,,failure,1
31944,1990-01-11,INVESTMENT FS & LA,CHATSWORTH,,,failure,1
26252,1990-01-11,PLAZA DEL ORO NATIONAL BANK,HOUSTON,,,failure,1
28154,1990-01-11,ST. CHARLES FSA,ST. CHARLES,,,failure,1
28928,1990-01-11,ST. LOUIS COUNTY SAVINGS ASSOC.,FERGUSON,,,failure,1
32191,1990-01-11,WILSHIRE FS & LA,LOS ANGELES,,,failure,1
30995,1990-01-04,BANNERBANC FS & LA,GARLAND,,,failure,1
30034,1990-01-04,FIRST CENTRAL FEDERAL SAVINGS BANK,CHARITON,,,failure,1
31904,1990-01-04,FIRST GUARANTY BANK FOR SAVINGS,HATTIESBURG,,,failure,1
27920,1990-01-04,MIDWEST FEDERAL SAVINGS BANK,MINOT,,,failure,1
5517,1990-01-04,THE FIRST NATIONAL BANK OF SAN MARCOS,SAN MARCOS,,,failure,1
32390,1989-12-21,COLUMBIA FSA,NASSAU BAY,,,failure,1
31911,1989-12-21,SILVER SAVINGS ASSOC.,SILVER CITY,,,failure,1
26814,1989-12-20,FIRST CITY NATIONAL BANK AND TRUST,NEW YORK,,,failure,1
23419,1989-12-20,UNITED COMMUNITY BANK,WESTLAKE VILLAGE,,,failure,1
18002,1989-12-15,FIRST AMERICAN BANK AND TRUST,NORTH PALM BEACH,,,failure,1
20918,1989-12-14,CANYON LAKE BANK,CANYON LAKE,,,failure,1
19492,1989-12-14,FIRST ACADIANA BANK,EUNICE,,,failure,1
29444,1989-12-14,LOUISIANA SAVINGS ASSN.,LAKE CHARLES,,,failure,1
17861,1989-12-14,NORTH SIDE STATE BANK,TULSA,,,failure,1
31830,1989-12-14,RED RIVER S & L ASSOC.,COUSHATTA,,,failure,1
30675,1989-12-14,YORKRIDGE-CALVERT FEDERAL SAVINGS,BALTIMORE,,,failure,1
4192,1989-12-13,CITY NATIONAL BANK OF SAYRE,SAYRE,,,failure,1
24901,1989-12-13,MIDLOTHIAN NATIONAL BANK,MIDLOTHIAN,,,failure,1
28223,1989-12-08,ATLANTIC PERMANENT FEDERAL,NORFOLK,,,failure,1
28406,1989-12-08,"CITY SAVINGS, FSB",SOMERSET,,,failure,1
21514,1989-12-08,"FIRST BANK, PINEVILLE, LOUISIANA",PINEVILLE,,,failure,1
24623,1989-12-08,ORANGE STATE BANK,MIAMI,,,failure,1
22593,1989-12-07,ALEDO STATE BANK,ALEDO,,,failure,1
30624,1989-12-07,ARLINGTON HEIGHTS SAVINGS ASSOC.,ARLINGTON HEIGHTS,,,failure,1
20485,1989-12-07,ATLANTIC NATIONAL BANK,NORFOLK,,,failure,1
31714,1989-12-07,COMMUNITY FEDERAL SAVINGS ASSOC.,BRIDGEPORT,,,failure,1
26464,1989-12-07,FIRST COMMERCE NATIONAL BANK,PHOENIX,,,failure,1
25166,1989-12-07,FIRST NATIONAL BANK OF FRISCO,FRISCO,,,failure,1
29516,1989-12-07,THE GARNETT S & L ASSOC.,GARNETT,,,failure,1
25674,1989-12-07,"WESTHEIMER MEMORIAL BANK, NA",HOUSTON,,,failure,1
19664,1989-12-01,CENTRAL DAKOTA BANK,LEHR,,,failure,1
354,1989-12-01,FIRST SECURITY BANK OF GLENDIVE,GLENDIVE,,,failure,1
32283,1989-11-30,AUSTIN FS & LA,AUSTIN,,,failure,1
32133,1989-11-30,BROOKSIDE FEDERAL S & L,LOS ANGELES,,,failure,1
31599,1989-11-30,FIRST FEDERAL SAVINGS BANK,DIAMONDVILLE,,,failure,1
31974,1989-11-30,FORTUNE FINANCIAL FED. S & L ASSOC,COPPERAS COVE,,,failure,1
25676,1989-11-30,"GREATER TEXAS BANK NORTH, NA",AUSTIN,,,failure,1
26433,1989-11-30,"GREATER TEXAS BANK SOUTHWEST, NA",TRAVIS COUNTY,,,failure,1
29436,1989-11-30,SALAMANCA FED. SAVINGS ASSOC.,SALAMANCA,,,failure,1
29060,1989-11-30,"SECURITY FEDERAL SAVINGS, FSB",COLUMBIA,,,failure,1
31601,1989-11-30,SOUTHWESTERN FEDERAL SAVINGS,EL PASO,,,failure,1
23763,1989-11-17,SECURITY NATIONAL BANK OF SHREVEPORT,SHREVEPORT,,,failure,1
25171,1989-11-16,EXECUTIVE NATIONAL BANK,SAN ANTONIO,,,failure,1
27616,1989-11-16,FIRST FEDERAL S & L /CENTRAL INDIANA,ANDERSON,,,failure,1
32030,1989-11-16,GENERAL FEDERAL SAVINGS BANK,CORAL GABLES,,,failure,1
21026,1989-11-16,LOVE FIELD NATIONAL BANK,DALLAS,,,failure,1
30982,1989-11-16,SECURITY FED. SAVINGS ASSOCIATION,GARDEN GROVE,,,failure,1
28649,1989-11-16,SOONER FEDERAL SAVINGS ASSOC.,TULSA,,,failure,1
28987,1989-11-16,TEXAS WESTERN FEDERAL SAVINGS,HOUSTON,,,failure,1
31655,1989-11-09,ASPEN SAVINGS BANK FSB,ASPEN,,,failure,1
22530,1989-11-09,CITY NATIONAL BANK OF PLANO,PLANO,,,failure,1
30190,1989-11-09,COLONIAL FEDERAL SAVINGS ASSOC.,ROSELLE PARK,,,failure,1
30909,1989-11-09,CREST FEDERAL S & L,KANKAKEE,,,failure,1
27821,1989-11-09,FIDELITY FEDERAL SAVINGS ASSOC.,GALESBURG,,,failure,1
19114,1989-11-09,NATIONAL INDUSTRIAL BANK OF CONNECTICUT,MERIDEN,,,failure,1
32162,1989-11-09,SARATOGA S & L ASSOCIATION,SAN JOSE,,,failure,1
15080,1989-11-09,THE LEE STATE BANK,BROWERVILLE,,,failure,1
23475,1989-11-09,UNITED NATIONAL BANK OF PLANO,PLANO,,,failure,1
11786,1989-11-02,BANK OF ST. CHARLES,ST. ROSE,,,failure,1
32281,1989-11-02,FIRST LOUISIANA FEDERAL SAVINGS,LAFAYETTE,,,failure,1
22897,1989-10-26,FIRST SECURITY BANK AND TRUST CO,HAUGHTON,,,failure,1
28690,1989-10-26,GREAT PLAINS SAVINGS,WEATHERFORD,,,failure,1
24704,1989-10-26,WESTERN NATIONAL BANK OF LOUISIANA,KAPLAN,,,failure,1
24302,1989-10-20,FIRST CONSOLIDATED BANK - BUDA,BUDA,,,failure,1
1187,1989-10-20,FIRST CONSOLIDATED BANK - FERRIS,FERRIS,,,failure,1
3123,1989-10-20,FIRST CONSOLIDATED BANK - HILLSBORO,HILLSBORO,,,failure,1
25782,1989-10-20,FIRST CONSOLIDATED BANK - PLEASANT RUN,LANCASTER,,,failure,1
5498,1989-10-20,FIRST CONSOLIDATED BANK - ROSEBUD,ROSEBUD,,,failure,1
25061,1989-10-19,BEAUMONT BANK-NATIONAL ASSOCIATION,BEAUMONT,,,failure,1
20426,1989-10-19,CENTURY BANK,PHOENIX,,,failure,1
29074,1989-10-19,MID KANSAS S & LA ASSOC.,WICHITA,,,failure,1
25698,1989-10-19,"PARK AVENUE BANK, NATIONAL ASSOC",OKLAHOMA CITY,,,failure,1
28174,1989-10-19,PEOPLES HOMESTEAD SAVINGS BANK,MONROE,,,failure,1
31682,1989-10-19,SEASONS FEDERAL SAVINGS BANK,RICHMOND,,,failure,1
31397,1989-10-19,SURETY FEDERAL SAVINGS ASSOC.,EL PASO,,,failure,1
29183,1989-10-19,VALLEY FEDERAL SAVINGS,MCALLEN,,,failure,1
29870,1989-10-16,BANC IOWA FEDERAL SAVINGS BANK,CEDAR RAPIDS,,,failure,1
29918,1989-10-13,COLUMBIA FEDERAL HOMESTEAD,METAIRIE,,,failure,1
18876,1989-10-12,CITIZENS BANK,GALVESTON,,,failure,1
25751,1989-10-12,"NORTH BANK, NATIONAL ASSOCIATION",OKLAHOMA CITY,,,failure,1
21263,1989-10-06,FIRST BANK,COLORADO SPRINGS,,,failure,1
32152,1989-10-05,AMERICAN HOME S & L,EDMOND,,,failure,1
23999,1989-10-05,COMMONWEALTH BANK,ARLINGTON,,,failure,1
28550,1989-10-05,"FAMILY SAVINGS BANK, FSB",SAPULPA,,,failure,1
25190,1989-10-05,FIRST NATIONAL BANK OF VAIL,VAIL,,,failure,1
5540,1989-10-05,STRAWN SECURITY BANK,STRAWN,,,failure,1
11787,1989-10-05,THE OLLA STATE BANK,OLLA,,,failure,1
32507,1989-09-28,COLORADO SAVINGS BANK,STERLING,,,failure,1
24889,1989-09-28,NATIONAL BANK OF ARIZONA,SCOTTSDALE,,,failure,1
16342,1989-09-23,THE FARMERS STATE BANK,LYMAN,,,failure,1
28187,1989-09-21,EAST TEXAS S & LA ASSOCIATION,TYLER,,,failure,1
28430,1989-09-21,FIRST FED. S & LA OF BRENHAM,BRENHAM,,,failure,1
29660,1989-09-21,FIRST GARLAND FED. S & L,GARLAND,,,failure,1
31398,1989-09-21,PLANO S & L ASSOC.,PLANO,,,failure,1
22726,1989-09-21,ROSE CAPITAL BANK,TYLER,,,failure,1
25595,1989-09-14,FIRST BANKERS TRUST OF BOSSIER CITY,BOSSIER CITY,,,failure,1
28912,1989-09-14,FIRST SAVINGS OF LAREDO,LAREDO,,,failure,1
21186,1989-09-14,KIRBY STATE BANK,KIRBY,,,failure,1
25731,1989-09-14,"MEDCENTRE BANK,N.A.",SAN ANTONIO,,,failure,1
26462,1989-09-14,PRAIRIE STATE BANK,GRAND PRAIRIE,,,failure,1
28107,1989-09-07,CITIZENS S & LA OF SPRINGFIELD,SPRINGFIELD,,,failure,1
8805,1989-09-07,THE LASALLE STATE BANK,JENA,,,failure,1
25906,1989-09-07,THOUSAND OAKS NATIONAL BANK,SAN ANTONIO,,,failure,1
23943,1989-09-01,LIBERTY BANK,GLENDALE,,,failure,1
9657,1989-08-31,THE BURR OAK STATE BANK,BURR OAK,,,failure,1
28760,1989-08-24,DENTON FEDERAL SAVINGS,DENTON,,,failure,1
10417,1989-08-24,FARMERS STATE BANK OF YUMA,YUMA,,,failure,1
12300,1989-08-24,FIRST STATE BANK,PFLUGERVILLE,,,failure,1
30628,1989-08-24,HERITAGE SAVINGS ASSOC.,JERSEYVILLE,,,failure,1
26319,1989-08-24,"PARK CENTRAL BANK, NATIONAL ASSOC",FORT WORTH,,,failure,1
21256,1989-08-24,SUMMIT BANK,SAN ANTONIO,,,failure,1
22967,1989-08-24,THE DAKOTA BANK,GRAND FORKS,,,failure,1
5560,1989-08-24,TROUP BANK & TRUST COMPANY,TROUP,,,failure,1
29194,1989-08-17,BLACK HAWK S & L ASSOC.,ROCK ISLAND,,,failure,1
23536,1989-08-17,CITIZENS NATIONAL BANK OF KILLEEN,KILLEEN,,,failure,1
11158,1989-08-17,FIRST STATE BANK,LIBERTY,,,failure,1
20297,1989-08-17,FIRST STATE BANK OF MCKINNEY,MCKINNEY,,,failure,1
31809,1989-08-17,GUADALUPE S & L ASSOC.,KERRVILLE,,,failure,1
