fdic_cert_number,rssd_id,bank_name,city,state,active_status,total_assets,charter_type,established_date,last_updated
22441,,AMERICANWEST BANK,SPOKANE,WA,,4513284,,,2026-07-10
22444,,INLAND BANK&TRUST,OAK BROOK,IL,,1191380,,,2026-07-10
22451,774132,Lawrence Bank,Nashville,TN,True,3072746,0,1977-04-15,2026-07-10
22452,,GOLDEN PACIFIC NATIONAL BANK,NEW YORK,,False,,,,2026-07-10
22456,,"BANCO DE AHORRO, F.S.B.",MAYAGUEZ,,False,,,,2026-07-10
22457,,UNIVERSITY NATIONAL BANK,SAN ANTONIO,,False,,,,2026-07-10
22466,,TOWN & COUNTRY BANK,BIXBY,,False,,,,2026-07-10
22469,,COLUMBIA RIVER BANK,THE DALLES,OR,False,1057110,,,2026-07-10
22476,,COVENANT BANK,CHICAGO,,False,,,,2026-07-10
22482,,WESTERN NATIONAL BANK,ODESSA,TX,,1459902,,,2026-07-10
22485,,BANK OF THE NORTHWEST,EUGENE,,False,,,,2026-07-10
22487,,CITY BANK AND TRUST,CLAREMONT,,False,,,,2026-07-10
22488,,LASALLE BANK MIDWEST NA,TROY,MI,,37562880,,,2026-07-10
22504,,FIRST CITY BANK,NEW ORLEANS,,False,,,,2026-07-10
22505,,FIRST NATIONAL BANK OF CROSBY,CROSBY,,False,,,,2026-07-10
22511,,SANDY STATE BANK,SANDY,,False,,,,2026-07-10
22528,,BANK OF WHITMAN,COLFAX,,False,,,,2026-07-10
22530,,CITY NATIONAL BANK OF PLANO,PLANO,,False,,,,2026-07-10
22537,60330,Peoples Bank of Alabama,Cullman,AL,True,1431998,0,1977-10-24,2026-07-10
22548,,HERITAGE BANK & TRUST,SALT LAKE COUNTY,,False,,,,2026-07-10
22559,971959,Bravera Bank,Dickinson,ND,True,3884241,0,1977-12-01,2026-07-10
22568,,WASHINGTON NAT BK OF CHICAGO,CHICAGO,,False,,,,2026-07-10
22574,,COUNTY BANK,MERCED,CA,False,1711552,,,2026-07-10
22576,,HARVARD BANK,TULSA,,False,,,,2026-07-10
22577,,UNITED SOUTHERN BANK OF CLARKSVILLE,CLARKSVILLE,,False,,,,2026-07-10
22583,,THE PERMANENT SAVINGS BANK,NIAGARA FALLS,,False,,,,2026-07-10
22593,,ALEDO STATE BANK,ALEDO,,False,,,,2026-07-10
22597,662369,Bank of the Sierra,Porterville,CA,True,3751904,0,1978-01-19,2026-07-10
22599,,COLE TAYLOR BANK,CHICAGO,IL,,5952440,,,2026-07-10
22611,,CITIZENS NATIONAL BANK,COLORADO SPRINGS,,False,,,,2026-07-10
22612,,TREASURE STATE BANK,GLASGOW,,False,,,,2026-07-10
22637,,BANK OF SHOREWOOD,SHOREWOOD,,False,,,,2026-07-10
22640,,NORTHWEST COMMERCE BANK,NORTH BEND,,False,,,,2026-07-10
22642,,INGRAM STATE BANK,INGRAM,,False,,,,2026-07-10
22643,,THE COWLITZ BANK,LONGVIEW,,False,,,,2026-07-10
22644,,MERIDIAN BANK NATIONAL ASSN,WICKENBURG,AZ,,1043356,,,2026-07-10
22653,243375,Green Dot Bank DBA Bonneville Bank,Provo,UT,True,5867857,0,1978-05-15,2026-07-10
22662,,"BANCTEXAS CARROLLTON, N.A.",CARROLLTON,,False,,,,2026-07-10
22670,,AMERICAN BANK OF CASPER,CASPER,,False,,,,2026-07-10
22673,,WEST VALLEY BANK,WOODLAND HILLS,,False,,,,2026-07-10
22683,,COBIZ BANK,DENVER,CO,,4433696,,,2026-07-10
22685,,"NBC BANK-KERRVILLE, NATIONAL ASSOC",KERRVILLE,,False,,,,2026-07-10
22689,,UNIVERSAL BANK,LANHAM,,False,,,,2026-07-10
22690,,BOUNDARY WATERS STATE BANK,ELY,,False,,,,2026-07-10
22698,,FIRST CITY BANK,GLENDALE,,False,,,,2026-07-10
22710,,FRONTIER BANK,EVERETT,WA,False,3250734,,,2026-07-10
22715,,UTAH FIRSTBANK,SALT LAKE CITY,,False,,,,2026-07-10
22726,,ROSE CAPITAL BANK,TYLER,,False,,,,2026-07-10
22728,,THE COLUMBIAN BANK AND TRUST COMPANY,TOPEKA,,False,,,,2026-07-10
22744,,WEST COAST BANK,LOS ANGELES,,False,,,,2026-07-10
22752,,LUBBOCK NATIONAL BANK,LUBBOCK,TX,,1084605,,,2026-07-10
22754,,BANK OF WYOMING,THERMOPOLIS,,False,,,,2026-07-10
22757,,COAST COMMUNITY BANK,HARBOR,,False,,,,2026-07-10
22765,,METRO BANK,MIDLAND,,False,,,,2026-07-10
22774,,INDUSTRIAL NATIONAL BANK OF EAST CHICAGO,EAST CHICAGO,,False,,,,2026-07-10
22784,,UNITED BANK OF OREGON,MILWAUKIE,,False,,,,2026-07-10
22796,,COMMERCE BANK,NEWPORT BEACH,,False,,,,2026-07-10
22807,,THE DESCHUTES BANK,REDMOND,,False,,,,2026-07-10
22808,,HERITAGE BANK,ASHLAND,,False,,,,2026-07-10
22815,,THE BANK OF SAN DIEGO,SAN DIEGO,,False,,,,2026-07-10
22816,,"FIRST CITY, TEXAS - BEAR CREEK",HARRIS COUNTY,,False,,,,2026-07-10
22818,,PIONEER STATE BANK,SALT LAKE CITY,,False,,,,2026-07-10
22819,,FIRST CALIFORNIA BANK,WESTLAKE VILLAGE,CA,,1741192,,,2026-07-10
22822,,CITIZENS FIDELITY BANK,BRISTOL,,False,,,,2026-07-10
22824,,BANK OF THE SOUTH,BATON ROUGE,,False,,,,2026-07-10
22826,,MUFG UNION BANK NA,SAN FRANCISCO,CA,,99963823,,,2026-07-10
22829,,AMERICAN BANK OF ARLINGTON,ARLINGTON,,False,,,,2026-07-10
22845,,BANK OF THE MID-SOUTH,BOSSIER CITY,,False,,,,2026-07-10
22846,,"REPUBLIC FEDERAL BANK, N.A.",MIAMI,,False,,,,2026-07-10
22848,,GARDEN GROVE COMMUNITY BANK,GARDEN GROVE,,False,,,,2026-07-10
22850,,"EASTWEST BANK, N.A.",KIHEI,,False,,,,2026-07-10
22851,,GILPIN COUNTY BANK,BLACK HAWK,,False,,,,2026-07-10
22852,,FARMERS AND MERCHANTS BANK,BUCKEYE,,False,,,,2026-07-10
22853,,BROADWAY BANK,CHICAGO,IL,False,1059194,,,2026-07-10
22857,,VALLEY STATE BANK,LOS ANGELES,,False,,,,2026-07-10
22858,365325,United Bank,Fairfax,VA,True,33609082,0,1979-05-10,2026-07-10
22861,,STATE BANK OF MILLS,MILLS,,False,,,,2026-07-10
22868,,VENTURE BANK,LACEY,WA,False,1069705,,,2026-07-10
22869,,COLUMBIA COMMUNITY BANK,HERMISTON,,False,,,,2026-07-10
22871,,THE BANK OF KERRVILLE,KERRVILLE,,False,,,,2026-07-10
22876,760854,Southwest Missouri Bank,Carthage,MO,True,1220341,0,1979-06-11,2026-07-10
22880,,AMERICAN STATE BANK,BRADLEY,,False,,,,2026-07-10
22897,,FIRST SECURITY BANK AND TRUST CO,HAUGHTON,,False,,,,2026-07-10
22904,,FIRST STATE BANK AT SHOSHONI,SHOSHONI,,False,,,,2026-07-10
22908,,BANK OF SOUTH PALM BEACHES,HYPOLUXO,,False,,,,2026-07-10
22918,223322,The First Bank and Trust Company,Lebanon,VA,True,4147949,0,1979-08-03,2026-07-10
22920,,MUSTANG COMMUNITY BANK,MUSTANG,,False,,,,2026-07-10
22921,,FIRST REPUBLICBANK-WILLIAMSON CN,AUSTIN,,False,,,,2026-07-10
22922,,ALL AMERICAN NATIONAL BANK,VIRGINA GARDENS,,False,,,,2026-07-10
22929,,EMERALD EMPIRE BANKING CO.,SPRINGFIELD,,False,,,,2026-07-10
22945,,TRI-STATE NATIONAL BANK,BELLE FOURCHE,,False,,,,2026-07-10
22946,,SCOTIABANK DE PUERTO RICO,SAN JUAN,PR,,3508462,,,2026-07-10
22953,83638,"Amerant Bank, National Association",Coral Gables,FL,True,9880787,16804,1979-09-17,2026-07-10
22957,237066,West Texas National Bank,Midland,TX,True,2781577,24185,1979-09-24,2026-07-10
22967,,THE DAKOTA BANK,GRAND FORKS,,False,,,,2026-07-10
22975,,HIGH LAKES COMMUNITY BANK,LA PINE,,False,,,,2026-07-10
22977,,HORIZON BANK,BELLINGHAM,WA,False,1188956,,,2026-07-10
22990,,AMERICAN BANK IN LOUISIANA,MORGAN CITY,,False,,,,2026-07-10
22992,,COMMUNITY BANK & TRUST,ROCKDALE,,False,,,,2026-07-10
22999,,GOLDEN SPIKE STATE BANK,TREMONTON,,False,,,,2026-07-10
23002,,CENTRAL ARIZONA BANK,CHANDLER,,False,,,,2026-07-10
23011,,FIRST REGIONAL BANK,LOS ANGELES,CA,False,2082684,,,2026-07-10
23021,,MOUNTAIN VALLEY BANK,CONIFER,,False,,,,2026-07-10
23024,,THE EARLY BANK,EARLY,,False,,,,2026-07-10
23026,,FORESTWOOD NATIONAL BANK OF DALLAS,DALLAS,,False,,,,2026-07-10
23030,703767,Community West Bank,Fresno,CA,True,3697225,0,1980-01-10,2026-07-10
23033,,AMERICAN NATIONAL BANK OF AFTON,AFTON,,False,,,,2026-07-10
23035,,MERCHANTS & FARMERS STATE BANK,BLYTHE,,False,,,,2026-07-10
23038,,BANK OF CASPER,CASPER,,False,,,,2026-07-10
23039,,PEOPLES BANK,HEWITT,,False,,,,2026-07-10
23041,307679,Bank of the Pacific,Aberdeen,WA,True,1289807,0,1979-12-26,2026-07-10
23042,,WILLISTON BASIN STATE BANK,WILLISTON,,False,,,,2026-07-10
23043,,BEAR CREEK VALLEY BANK,PHOENIX,,False,,,,2026-07-10
23055,,"FIRST CITY, TEXAS - WESTHEIMER",HOUSTON,,False,,,,2026-07-10
23056,,FIRST NATIONAL BANK,SHERMAN,,False,,,,2026-07-10
23065,,LIBERTY CITY STATE BANK,LIBERTY CITY,,False,,,,2026-07-10
23074,,FAR WESTERN BANK,TUSTIN,,False,,,,2026-07-10
23082,,THE AMERICAN BANK,PALESTINE,,False,,,,2026-07-10
23085,,NEWPORT HARBOUR NATIONAL BANK,NEWPORT BEACH,,False,,,,2026-07-10
23091,260055,Alpine Bank,Glenwood Springs,CO,True,6785152,0,1980-04-01,2026-07-10
23092,,BOREL PRIVATE BANK&TRUST CO,SAN MATEO,CA,,1520141,,,2026-07-10
23093,,TEXAS AMERICAN BANK/FARMERS BRANCH,FARMERS BRANCH,,False,,,,2026-07-10
23104,,PEOPLES STATE BANK,DALLAS,,False,,,,2026-07-10
23108,,LIBERTY NATIONAL BANK,DALLAS,,False,,,,2026-07-10
23124,,ALLIANCE BANK,CULVER CITY,CA,False,1113361,,,2026-07-10
23131,,LIBERTY BANK & TRUST COMPANY,GREENWOOD,,False,,,,2026-07-10
23135,,MARITIME BANK OF CALIFORNIA,LOS ANGELES,,False,,,,2026-07-10
23137,,CHARTER BANK,EAU CLAIRE,WI,,1135126,,,2026-07-10
23143,,BANK OF SAN MARINO,SAN MARINO,,False,,,,2026-07-10
23151,,ELK CITY STATE BANK,ELK CITY,,False,,,,2026-07-10
23156,,"SECURITY BANK, NATIONAL ASSOCIATION",NORTH LAUDERDALE,,False,,,,2026-07-10
23157,,WESTERN COMMUNITY BANK,CORONA,,False,,,,2026-07-10
23160,,"MBANK THE WOODLANDS, NATIONAL ASSOC",THE WOODLANDS,,False,,,,2026-07-10
23175,,TEXAS AMERICAN BANK/RICHARDSON,RICHARDSON,,False,,,,2026-07-10
23181,,HOME VALLEY BANK,CAVE JUNCTION,,False,,,,2026-07-10
23183,,CAPITAL BANK OF CALIFORNIA,LOS ANGELES,,False,,,,2026-07-10
23187,,CHARTER NATIONAL BANK AND TRUST,HOFFMAN ESTATES,,False,,,,2026-07-10
23190,,EDDY COUNTY NATIONAL BANK,CARLSBAD,,False,,,,2026-07-10
23192,,BANK OF THE NORTHWEST,WOODWARD,,False,,,,2026-07-10
23205,,MADISON BANK & TRUST COMPANY,RICHMOND,,False,,,,2026-07-10
23207,,HAMILTON COUNTY STATE BANK,LOCKLAND,,False,,,,2026-07-10
23209,,BANK OF CLIFTON,CLIFTON,,False,,,,2026-07-10
23217,,COLUMBINE VALLEY BANK AND TRUST,JEFFERSON COUNTY,,False,,,,2026-07-10
23218,,YELLOWSTONE STATE BANK,LANDER,,False,,,,2026-07-10
23220,412751,Woodforest National Bank,The Woodlands,TX,True,9178494,16892,1980-09-05,2026-07-10
23221,,"AMERICAN BANK, NATIONAL ASSOCIATION",RIO RANCHO,,False,,,,2026-07-10
23229,,MEDICINE BOW STATE BANK,MEDICINE BOW,,False,,,,2026-07-10
23235,,"BANCTEXAS NORTHSIDE HOUSTON, N.A",HOUSTON,,False,,,,2026-07-10
23237,,"FIRST CITY, TEXAS - NORTH BELT",HOUSTON,,False,,,,2026-07-10
23248,,ALBANY STATE BANK,ALBANY,,False,,,,2026-07-10
23262,,"TEXAS AMERICAN BANK/LONGVIEW, NA",LONGVIEW,,False,,,,2026-07-10
23266,,SAN JOAQUIN BANK,BAKERSFIELD,,False,,,,2026-07-10
23268,,COMMUNITY FIRST BANK,PRINEVILLE,,False,,,,2026-07-10
23275,670467,Plumas Bank,Quincy,CA,True,2199524,0,1980-12-13,2026-07-10
23282,,FIRST SIERRA BANK,BISHOP,,False,,,,2026-07-10
23286,833404,Fall River Five Cents Savings Bank,Fall River,MA,True,1895394,0,1855-04-10,2026-07-10
23287,664206,The Cape Cod Five Cents Savings Bank,Hyannis,MA,True,5459093,0,1855-03-16,2026-07-10
23289,,THE BANK FOR SAVINGS,MALDEN,,False,,,,2026-07-10
23293,279105,Florence Bank,Florence,MA,True,2017659,0,1873-02-14,2026-07-10
23296,618807,Salem Five Cents Savings Bank,Salem,MA,True,8568434,0,1855-03-09,2026-07-10
23298,886204,Watertown Savings Bank,Watertown,MA,True,1444429,0,1870-04-18,2026-07-10
23301,,WILSHIRE BANK,LOS ANGELES,CA,,4880877,,,2026-07-10
23306,,COMMUNITY NATIONAL BANK,LINO LAKES,,False,,,,2026-07-10
23308,,WESTERN NATIONAL BANK,SANTA ANA,,False,,,,2026-07-10
23319,,PACIFIC HERITAGE BANK,TORRANCE,,False,,,,2026-07-10
23335,,FIRST NATIONAL BANK,SNYDER,,False,,,,2026-07-10
23336,,SOUTHWEST NATIONAL BANK,AUSTIN,,False,,,,2026-07-10
23349,,CITIZENS BANK OF TULSA,TULSA,,False,,,,2026-07-10
23350,,FIRST NATIONAL BANK OF CEDAR PARK,CEDAR PARK,,False,,,,2026-07-10
23355,,"BANCTEXAS QUORUM, N.A.",ADDISON,,False,,,,2026-07-10
23358,,THE NAT BK OF CARMEL,CARMEL-BY-THE-SEA,,False,,,,2026-07-10
23360,,CITIBANK SOUTH DAKOTA N A,SIOUX FALLS,SD,False,119842604,,,2026-07-10
23362,,STEWARDSHIP BANK OF OREGON,PORTLAND,,False,,,,2026-07-10
23364,,RABOBANK NATIONAL ASSN,ROSEVILLE,CA,,13189919,,,2026-07-10
23380,,ALLEN NATIONAL BANK,ALLEN,,False,,,,2026-07-10
23389,,ST. TAMMANY NATIONAL BANK,MANDEVILLE,,False,,,,2026-07-10
23395,,BASIN STATE BANK,VERNAL,,False,,,,2026-07-10
23402,,"AMERICAN BANK OF COMMERCE, NA",DEL RIO,,False,,,,2026-07-10
23406,,MELLON 1ST BUSINESS BANK NA,LOS ANGELES,CA,,3175713,,,2026-07-10
23408,,FIDELITY BANK OF DENVER,DENVER,,False,,,,2026-07-10
23409,,VALLEY STATE BANK,BAGGS,,False,,,,2026-07-10
23415,,PANHANDLE STATE BANK,SANDPOINT,ID,,1004400,,,2026-07-10
23416,,LONE STAR BANK,HARRIS COUNTY (BAYTO,,False,,,,2026-07-10
23419,,UNITED COMMUNITY BANK,WESTLAKE VILLAGE,,False,,,,2026-07-10
23445,,PLAZA NATIONAL BANK,DEL RIO,,False,,,,2026-07-10
23448,,PIONEER BANK,FULLERTON,,False,,,,2026-07-10
23452,,NORTHWAY NATIONAL BANK,DALLAS,,False,,,,2026-07-10
23454,,FRONTIER NATIONAL BANK,ROUND ROCK,,False,,,,2026-07-10
23455,,MISSION VIEJO NATIONAL BANK,MISSION VIEJO,,False,,,,2026-07-10
23461,,METROPOLITAN NATIONAL BANK,FARMERS BRANCH,,False,,,,2026-07-10
23472,398668,"The Bank of New York Mellon Trust Company, National Association",Los Angeles,CA,True,1391736,24526,1981-07-01,2026-07-10
23473,106359,First Fidelity Bank,Oklahoma City,OK,True,2933852,0,1981-07-01,2026-07-10
23474,599764,The American National Bank of Texas,Terrell,TX,True,5546680,17043,1981-07-01,2026-07-10
23475,,UNITED NATIONAL BANK OF PLANO,PLANO,,False,,,,2026-07-10
23487,,ARIZONA COMMERCE BANK,TUCSON,,False,,,,2026-07-10
23492,,CITIZENS BANK OF LITTLETON,LITTLETON,,False,,,,2026-07-10
23498,766164,"TBK BANK, SSB",Dallas,TX,True,6873141,0,1981-07-15,2026-07-10
23499,,"THE WILSHIRE BANK, NATIONAL ASSOC",LOS ANGELES,,False,,,,2026-07-10
23501,,MINERAL BK OF NEVADA,LAS VEGAS,,False,,,,2026-07-10
23504,,SEDGWICK COUNTY BANK,JULESBURG,,False,,,,2026-07-10
23511,,HOUSTON COMMERCE BANK,HOUSTON,,False,,,,2026-07-10
23526,,"FIRST CITY, TEXAS - PLANO",PLANO,,False,,,,2026-07-10
23527,,DOMINION NATIONAL BANK OF DENVER,DENVER,,False,,,,2026-07-10
23529,,WESTSIDE NATIONAL BANK,HOUSTON,,False,,,,2026-07-10
23536,,CITIZENS NATIONAL BANK OF KILLEEN,KILLEEN,,False,,,,2026-07-10
23537,408642,Bankers' Bank,Madison,WI,True,1446572,0,1981-09-01,2026-07-10
23545,,COMMERCE AND ENERGY BANK,LAFAYETTE,,False,,,,2026-07-10
23547,,FIRST AMERICAN BANK & TRUST OF MANVEL,MANVEL,,False,,,,2026-07-10
23556,,VINEYARD BANK NATIONAL ASSN,RANCHO CUCAMONGA,CA,False,1638378,,,2026-07-10
23577,,FIRST AMERICAN BANK,BIRMINGHAM,AL,,3600764,,,2026-07-10
23581,,PREMIER BANK,NORTHRIDGE,,False,,,,2026-07-10
23590,,LAKEWAY NATIONAL BANK,AUSTIN,,False,,,,2026-07-10
23594,,SAN DIEGO NATIONAL BANK,SAN DIEGO,CA,False,3594544,,,2026-07-10
23595,,SECURITY PACIFIC BANK,SAN DIEGO,,False,,,,2026-07-10
23620,193809,Dedham Institution for Savings,Dedham,MA,True,2576353,0,1831-03-19,2026-07-10
23621,,BERKSHIRE BANK,PITTSFIELD,MA,,12027717,,,2026-07-10
23622,13103,Bristol County Savings Bank,Taunton,MA,True,3157745,0,1846-03-02,2026-07-10
23623,816603,"The Washington Trust Company, of Westerly",Westerly,RI,True,6458703,0,1800-01-01,2026-07-10
23626,,FIRST HERITAGE BANK,SNOHOMISH,,False,,,,2026-07-10
23627,316840,Republic Bank & Trust Company,Louisville,KY,True,7248366,0,1982-01-11,2026-07-10
23631,,"FIRST AMERICAN CAPITAL BANK, N.A",LAGUNA BEACH,,False,,,,2026-07-10
23632,,PALM DESERT NATIONAL BANK,PALM DESERT,,False,,,,2026-07-10
23633,,SOUTHSIDE NATIONAL BANK,NACOGDOCHES,,False,,,,2026-07-10
23647,529958,TIB National Association,Farmers Branch,TX,True,2999669,25143,1982-01-21,2026-07-10
23670,,BAYSHORE BANK OF FLORIDA,MIAMI,,False,,,,2026-07-10
23672,,TEXAS AMERICAN BANK/GREATER SOUTH,GRAND PRAIRIE,,False,,,,2026-07-10
23674,,UNION TRUST COMPANY,SAN JUAN,,False,,,,2026-07-10
23679,,THE FAMILY BANK AND TRUST,ALLENSTOWN,,False,,,,2026-07-10
23695,,HELOTES STATE BANK,HELOTES,,False,,,,2026-07-10
23699,,FIRST NATIONAL BANK OF DESOTO,DESOTO,,False,,,,2026-07-10
23702,,CHASE BANK USA NATIONAL ASSN,WILMINGTON,DE,,141373959,,,2026-07-10
23735,,"BANK OF LAKEWOOD, NATIONAL ASSOC",LAKEWOOD,,False,,,,2026-07-10
23737,,VAST BANK NATIONAL ASSN,TULSA,OK,,1009477,,,2026-07-10
23738,,HERITAGE NATIONAL BANK,RICHARDSON,,False,,,,2026-07-10
23751,,"BANK USA, N.A.","KIHEI, MAUI",,False,,,,2026-07-10
23753,,GRAND CANYON STATE BANK,SCOTTSDALE,,False,,,,2026-07-10
23763,,SECURITY NATIONAL BANK OF SHREVEPORT,SHREVEPORT,,False,,,,2026-07-10
23765,,GIROD TRUST COMPANY,SAN JUAN,,False,,,,2026-07-10
23777,,TEXAS NATIONAL BANK,DALLAS,,False,,,,2026-07-10
23795,,THE MERCHANTS BANK OF CALIFORNIA,BEVERLY HILLS,,False,,,,2026-07-10
23796,,PALOS VERDES NATIONAL BANK,ROLLING HILLS EST,,False,,,,2026-07-10
23799,473266,Texas First Bank,Texas City,TX,True,2375423,0,1982-04-23,2026-07-10
23806,615954,TrailWest Bank,Lolo,MT,True,1091808,0,1982-05-17,2026-07-10
23807,,SECURITY BANK OF GLENROCK,GLENROCK,,False,,,,2026-07-10
23826,,BANK OF JACKSON HOLE,JACKSON,WY,,1534666,,,2026-07-10
23829,,FIRST CHARTER BANK,DENVER,,False,,,,2026-07-10
23855,,"UNITED MERCANTILE B & T CO, N.A.",PASADENA,,False,,,,2026-07-10
23860,,FAIRFIELD COUNTY TRUST COMPANY,STAMFORD,,False,,,,2026-07-10
23865,,VALLEY COMMERCIAL BANK,STOCKTON,,False,,,,2026-07-10
23876,,INNOVATIVE BANK,OAKLAND,,False,,,,2026-07-10
23882,,DRIPPING SPRINGS NATIONAL BANK,DRIPPING SPRINGS,,False,,,,2026-07-10
23887,,BROOKWOOD NATIONAL BANK,OKLAHOMA CITY,,False,,,,2026-07-10
23889,,"THE ENERGY BANK, N.A.",DALLAS,,False,,,,2026-07-10
23892,,THE AURORA BANK,AURORA,,False,,,,2026-07-10
23901,,BELMONT SAVINGS BANK,BELMONT,MA,,3047048,,,2026-07-10
23920,,CENTER NATIONAL BANK,LOS ANGELES,,False,,,,2026-07-10
23931,,THE NORTH AMERICAN BANK,PHOENIX,,False,,,,2026-07-10
23942,,THE BANK OF WESTMINSTER,WESTMINSTER,,False,,,,2026-07-10
23943,,LIBERTY BANK,GLENDALE,,False,,,,2026-07-10
23945,,FULSHEAR STATE BANK,FULSHEAR,,False,,,,2026-07-10
23971,,SAM HOUSTON NAT'L BANK OF WALKER,HUNTSVILLE,,False,,,,2026-07-10
23972,,AMERICAN NATIONAL BANK,STAFFORD,,False,,,,2026-07-10
23977,,THE FIRST NATIONAL BANK IN LINCOLN COUNTY,RUIDOSO,,False,,,,2026-07-10
23979,,AMERICAN NATIONAL BANK,TYLER,,False,,,,2026-07-10
23984,,"BANKERS TRUST OF LOUISIANA, NA",KENNER,,False,,,,2026-07-10
23992,689209,Country Bank for Savings,Ware,MA,True,2221191,0,1850-07-01,2026-07-10
23998,779968,State Bank of India (California),Los Angeles,CA,True,1394366,0,1982-09-03,2026-07-10
23999,,COMMONWEALTH BANK,ARLINGTON,,False,,,,2026-07-10
24014,,FIRST NATIONAL BANK OF GARLAND,GARLAND,,False,,,,2026-07-10
24039,,SECURITY NATIONAL BANK,MIDLAND,,False,,,,2026-07-10
24043,,CITIZENS NATIONAL BANK,LIMON,,False,,,,2026-07-10
24045,494261,Banc of California,Los Angeles,CA,True,34642892,0,1982-08-26,2026-07-10
24054,,PARKWAY BANK & TRUST,DALLAS,,False,,,,2026-07-10
24056,,COMMUNITY BANK,SEILING,,False,,,,2026-07-10
24061,,"FIRST CITY, TEXAS - FORT WORTH",FORT WORTH,,False,,,,2026-07-10
24063,,"FIRST CITY, TEXAS - NORTHCHASE",HOUSTON,,False,,,,2026-07-10
24066,,"WESTERN BANK-WESTWOOD, N.A.",HOUSTON,,False,,,,2026-07-10
24067,,RIVERSIDE NB OF FLORIDA,FORT PIERCE,FL,False,3393818,,,2026-07-10
24068,,AMERICAN NATIONAL BANK,DURANT,,False,,,,2026-07-10
24069,,RIVER PLAZA NATIONAL BANK,FORTH WORTH,,False,,,,2026-07-10
24074,,MERCHANTS BANK OF COMMERCE,SACRAMENTO,CA,,1950857,,,2026-07-10
24075,,COMMUNITY STATE BANK OF ONALASKA,ONALASKA,,False,,,,2026-07-10
24081,,METROPOLITAN BANK & TRUST COMPANY,BATON ROUGE,,False,,,,2026-07-10
24098,,FIRST NAT BK OF PRIOR LAKE,PRIOR LAKE,,False,,,,2026-07-10
24099,,ROSEMOUNT NATIONAL BANK,ROSEMOUNT,,False,,,,2026-07-10
24105,,FIRST NATIONAL BANK OF ROWLETT,ROWLETT,,False,,,,2026-07-10
24106,,"MONCOR BANK, N.A.",ROSWELL,,False,,,,2026-07-10
24107,,AMEGY BANK NATIONAL ASSN,HOUSTON,TX,,13866095,,,2026-07-10
24111,,COLLEGE BOULEVARD NATIONAL BANK,OVERLAND PARK,,False,,,,2026-07-10
24139,,ALASKA CONTINENTAL BANK,ANCHORAGE,,False,,,,2026-07-10
24156,663834,Ocean Bank,Miami,FL,True,7534738,0,1982-12-09,2026-07-10
24161,,COMMONWEALTH BANK,GLENDALE,,False,,,,2026-07-10
24170,657365,Hanmi Bank,Los Angeles,CA,True,7789627,0,1982-12-15,2026-07-10
24185,,NORTHERN TRUST NATIONAL ASSN,MIAMI,FL,,16103864,,,2026-07-10
24189,,GUARANTY NATIONAL BANK,AUSTIN,,False,,,,2026-07-10
24190,,"WILLIAMSTOWN BANK, N.A.",HOUSTON,,False,,,,2026-07-10
24194,,TOWN & COUNTRY NATIONAL BANK,HARLINGEN,,False,,,,2026-07-10
24196,,WESTERN NATIONAL BANK,BRYAN,,False,,,,2026-07-10
24201,,CENTURY NATIONAL BANK,HOUSTON,,False,,,,2026-07-10
24229,,HERITAGE OAKS BANK,PASO ROBLES,CA,,2026496,,,2026-07-10
24242,,FIRST EXCHANGE BANK OF MADISON COUNTY,FREDERICKTOWN,,False,,,,2026-07-10
24244,,OLD FLORIDA BANK,ORLANDO,FL,,1063189,,,2026-07-10
24262,,FIRST NATIONAL BANK OF SAPULPA,SAPULPA,,False,,,,2026-07-10
24270,,FRONTIER NATIONAL BANK,VISTA,,False,,,,2026-07-10
24274,,MARKET NATIONAL BANK,DENVER,,False,,,,2026-07-10
24293,,SECURITY NATIONAL BANK,AUSTIN,,False,,,,2026-07-10
24295,,WESTERN NATIONAL BANK,FORT WORTH,,False,,,,2026-07-10
24296,,"PETROBANK, N.A.",HOUSTON,,False,,,,2026-07-10
24297,,WEST BELT NATIONAL BANK,HOUSTON,,False,,,,2026-07-10
24300,,CENTURY NATIONAL BANK,AUSTIN,,False,,,,2026-07-10
24301,,"WOODWAY BANK AND TRUST, NA",HOUSTON,,False,,,,2026-07-10
24302,,FIRST CONSOLIDATED BANK - BUDA,BUDA,,False,,,,2026-07-10
24315,,COMMUNITY BANK,PASADENA,CA,,3714062,,,2026-07-10
24318,,FIRST NATIONAL BANK OF EAST BATON ROUGE,BATON ROUGE,,False,,,,2026-07-10
24320,,COLUMBIA NATIONAL BANK,SANTA MONICA,,False,,,,2026-07-10
24333,,BALBOA NATIONAL BANK,NATIONAL CITY,,False,,,,2026-07-10
24345,,KINGSLAND NATIONAL BANK,KINGSLAND,,False,,,,2026-07-10
24347,842460,Lone Star National Bank,Pharr,TX,True,3409023,17611,1983-01-24,2026-07-10
24349,,"ALLIANCE BANK, NATIONAL ASSOCIATION",AUSTIN,,False,,,,2026-07-10
24351,,"OAK LAWN BANK, N.A.",DALLAS,,False,,,,2026-07-10
24356,,FIRST NATIONAL BANK OF CROSBY,CROSBY,,False,,,,2026-07-10
24358,,"FIRST CITY, TEXAS - WESTHEIMER PLAZA",HOUSTON,,False,,,,2026-07-10
24359,,FIRST CONTINENTAL NATIONAL BANK,HOUSTON,,False,,,,2026-07-10
