bank_id,quarter_end_date,fdic_cert_number,n_scored,n_negative,n_positive,neg_share,pos_share,mean_p_negative,mean_p_positive,threshold,model_version
fnb,2024-09-30,7888,7,0,3,0.0,0.4286,0.0094,0.4039,0.5,finbert-ft-2026-08-09
fnb,2024-12-31,7888,13,0,5,0.0,0.3846,0.0089,0.3977,0.5,finbert-ft-2026-08-09
frme,2020-03-31,4365,15,0,7,0.0,0.4667,0.0091,0.4337,0.5,finbert-ft-2026-08-09
frme,2020-06-30,4365,16,0,10,0.0,0.625,0.0077,0.5538,0.5,finbert-ft-2026-08-09
frme,2020-09-30,4365,12,0,9,0.0,0.75,0.0068,0.6927,0.5,finbert-ft-2026-08-09
frme,2020-12-31,4365,8,0,6,0.0,0.75,0.0075,0.6813,0.5,finbert-ft-2026-08-09
frme,2021-03-31,4365,13,0,9,0.0,0.6923,0.0068,0.656,0.5,finbert-ft-2026-08-09
frme,2021-06-30,4365,7,0,5,0.0,0.7143,0.0065,0.6897,0.5,finbert-ft-2026-08-09
frme,2021-09-30,4365,7,0,4,0.0,0.5714,0.0095,0.5374,0.5,finbert-ft-2026-08-09
frme,2021-12-31,4365,13,0,10,0.0,0.7692,0.0066,0.7043,0.5,finbert-ft-2026-08-09
frme,2022-03-31,4365,9,0,8,0.0,0.8889,0.0073,0.8225,0.5,finbert-ft-2026-08-09
frme,2022-06-30,4365,22,0,13,0.0,0.5909,0.0081,0.5747,0.5,finbert-ft-2026-08-09
frme,2022-09-30,4365,10,0,7,0.0,0.7,0.0078,0.6703,0.5,finbert-ft-2026-08-09
frme,2022-12-31,4365,9,0,6,0.0,0.6667,0.0077,0.6881,0.5,finbert-ft-2026-08-09
frme,2023-03-31,4365,14,0,9,0.0,0.6429,0.0067,0.6161,0.5,finbert-ft-2026-08-09
frme,2023-06-30,4365,13,0,10,0.0,0.7692,0.0075,0.7325,0.5,finbert-ft-2026-08-09
frme,2023-09-30,4365,15,0,12,0.0,0.8,0.0079,0.76,0.5,finbert-ft-2026-08-09
frme,2023-12-31,4365,15,0,10,0.0,0.6667,0.0075,0.6678,0.5,finbert-ft-2026-08-09
frme,2024-03-31,4365,16,0,9,0.0,0.5625,0.0071,0.5448,0.5,finbert-ft-2026-08-09
frme,2024-06-30,4365,16,0,11,0.0,0.6875,0.0067,0.6547,0.5,finbert-ft-2026-08-09
frme,2024-09-30,4365,16,0,12,0.0,0.75,0.0123,0.7086,0.5,finbert-ft-2026-08-09
frme,2024-12-31,4365,10,0,7,0.0,0.7,0.008,0.6743,0.5,finbert-ft-2026-08-09
fult,2020-03-31,7551,27,1,8,0.037,0.2963,0.0462,0.3141,0.5,finbert-ft-2026-08-09
fult,2020-06-30,7551,20,1,9,0.05,0.45,0.0612,0.4389,0.5,finbert-ft-2026-08-09
fult,2020-09-30,7551,15,0,5,0.0,0.3333,0.0338,0.384,0.5,finbert-ft-2026-08-09
fult,2020-12-31,7551,23,7,7,0.3043,0.3043,0.3059,0.2836,0.5,finbert-ft-2026-08-09
fult,2021-03-31,7551,30,0,14,0.0,0.4667,0.01,0.5004,0.5,finbert-ft-2026-08-09
fult,2021-06-30,7551,20,0,11,0.0,0.55,0.0078,0.5089,0.5,finbert-ft-2026-08-09
fult,2021-09-30,7551,18,0,5,0.0,0.2778,0.0084,0.3007,0.5,finbert-ft-2026-08-09
fult,2021-12-31,7551,12,0,5,0.0,0.4167,0.0084,0.3976,0.5,finbert-ft-2026-08-09
fult,2022-03-31,7551,32,0,10,0.0,0.3125,0.0233,0.2922,0.5,finbert-ft-2026-08-09
fult,2022-06-30,7551,21,0,11,0.0,0.5238,0.0074,0.4965,0.5,finbert-ft-2026-08-09
fult,2022-09-30,7551,16,0,6,0.0,0.375,0.0152,0.3488,0.5,finbert-ft-2026-08-09
fult,2022-12-31,7551,21,0,10,0.0,0.4762,0.008,0.5127,0.5,finbert-ft-2026-08-09
fult,2023-03-31,7551,35,2,10,0.0571,0.2857,0.0722,0.2789,0.5,finbert-ft-2026-08-09
fult,2023-06-30,7551,121,0,13,0.0,0.1074,0.0141,0.1548,0.5,finbert-ft-2026-08-09
fult,2023-09-30,7551,62,1,13,0.0161,0.2097,0.0277,0.2281,0.5,finbert-ft-2026-08-09
fult,2023-12-31,7551,168,0,18,0.0,0.1071,0.0196,0.1308,0.5,finbert-ft-2026-08-09
fult,2024-03-31,7551,96,4,4,0.0417,0.0417,0.0498,0.0682,0.5,finbert-ft-2026-08-09
fult,2024-06-30,7551,293,33,38,0.1126,0.1297,0.114,0.1391,0.5,finbert-ft-2026-08-09
fult,2024-09-30,7551,149,9,5,0.0604,0.0336,0.0718,0.0704,0.5,finbert-ft-2026-08-09
fult,2024-12-31,7551,49,1,8,0.0204,0.1633,0.0253,0.1856,0.5,finbert-ft-2026-08-09
gbci,2020-03-31,30788,24,0,7,0.0,0.2917,0.0214,0.2996,0.5,finbert-ft-2026-08-09
gbci,2020-06-30,30788,15,1,2,0.0667,0.1333,0.0784,0.2411,0.5,finbert-ft-2026-08-09
gbci,2020-09-30,30788,15,1,4,0.0667,0.2667,0.0517,0.3382,0.5,finbert-ft-2026-08-09
gbci,2020-12-31,30788,8,0,2,0.0,0.25,0.0143,0.3267,0.5,finbert-ft-2026-08-09
gbci,2021-03-31,30788,13,0,5,0.0,0.3846,0.0162,0.4619,0.5,finbert-ft-2026-08-09
gbci,2021-06-30,30788,24,0,10,0.0,0.4167,0.0298,0.5119,0.5,finbert-ft-2026-08-09
gbci,2021-09-30,30788,17,0,7,0.0,0.4118,0.05,0.5194,0.5,finbert-ft-2026-08-09
gbci,2021-12-31,30788,15,0,6,0.0,0.4,0.0255,0.5324,0.5,finbert-ft-2026-08-09
gbci,2022-03-31,30788,14,1,5,0.0714,0.3571,0.1079,0.3928,0.5,finbert-ft-2026-08-09
gbci,2022-06-30,30788,17,0,10,0.0,0.5882,0.0166,0.5823,0.5,finbert-ft-2026-08-09
gbci,2022-09-30,30788,16,0,8,0.0,0.5,0.0247,0.4818,0.5,finbert-ft-2026-08-09
gbci,2022-12-31,30788,11,0,2,0.0,0.1818,0.0227,0.3498,0.5,finbert-ft-2026-08-09
gbci,2023-03-31,30788,9,0,3,0.0,0.3333,0.0138,0.452,0.5,finbert-ft-2026-08-09
gbci,2023-06-30,30788,75,3,9,0.04,0.12,0.0705,0.1913,0.5,finbert-ft-2026-08-09
gbci,2023-09-30,30788,39,1,8,0.0256,0.2051,0.0403,0.2576,0.5,finbert-ft-2026-08-09
gbci,2023-12-31,30788,24,2,5,0.0833,0.2083,0.0769,0.2574,0.5,finbert-ft-2026-08-09
gbci,2024-03-31,30788,38,0,8,0.0,0.2105,0.011,0.2885,0.5,finbert-ft-2026-08-09
gbci,2024-06-30,30788,65,8,14,0.1231,0.2154,0.1357,0.2495,0.5,finbert-ft-2026-08-09
gbci,2024-09-30,30788,55,1,13,0.0182,0.2364,0.0383,0.2897,0.5,finbert-ft-2026-08-09
gbci,2024-12-31,30788,40,0,12,0.0,0.3,0.0117,0.3798,0.5,finbert-ft-2026-08-09
gs,2020-03-31,33124,3091,258,185,0.0835,0.0599,0.0945,0.0812,0.5,finbert-ft-2026-08-09
gs,2020-06-30,33124,2191,105,127,0.0479,0.058,0.0607,0.0824,0.5,finbert-ft-2026-08-09
gs,2020-09-30,33124,2452,136,429,0.0555,0.175,0.059,0.1873,0.5,finbert-ft-2026-08-09
gs,2020-12-31,33124,1770,76,221,0.0429,0.1249,0.0496,0.1477,0.5,finbert-ft-2026-08-09
gs,2021-03-31,33124,1945,56,271,0.0288,0.1393,0.0399,0.1592,0.5,finbert-ft-2026-08-09
gs,2021-06-30,33124,1898,54,170,0.0285,0.0896,0.0366,0.1134,0.5,finbert-ft-2026-08-09
gs,2021-09-30,33124,2168,222,175,0.1024,0.0807,0.1093,0.0953,0.5,finbert-ft-2026-08-09
gs,2021-12-31,33124,1612,40,85,0.0248,0.0527,0.0425,0.0886,0.5,finbert-ft-2026-08-09
gs,2022-03-31,33124,1814,243,84,0.134,0.0463,0.1328,0.0746,0.5,finbert-ft-2026-08-09
gs,2022-06-30,33124,1950,65,109,0.0333,0.0559,0.0517,0.0752,0.5,finbert-ft-2026-08-09
gs,2022-09-30,33124,1603,82,87,0.0512,0.0543,0.0669,0.0698,0.5,finbert-ft-2026-08-09
gs,2022-12-31,33124,1502,112,70,0.0746,0.0466,0.09,0.0697,0.5,finbert-ft-2026-08-09
gs,2023-03-31,33124,2328,425,153,0.1826,0.0657,0.1947,0.0889,0.5,finbert-ft-2026-08-09
gs,2023-06-30,33124,4108,285,173,0.0694,0.0421,0.0839,0.0702,0.5,finbert-ft-2026-08-09
gs,2023-09-30,33124,3854,198,129,0.0514,0.0335,0.0671,0.058,0.5,finbert-ft-2026-08-09
gs,2023-12-31,33124,2859,109,139,0.0381,0.0486,0.0533,0.0727,0.5,finbert-ft-2026-08-09
gs,2024-03-31,33124,2877,64,212,0.0222,0.0737,0.0342,0.0966,0.5,finbert-ft-2026-08-09
gs,2024-06-30,33124,3501,23,227,0.0066,0.0648,0.0179,0.0863,0.5,finbert-ft-2026-08-09
gs,2024-09-30,33124,3158,51,186,0.0161,0.0589,0.0281,0.0845,0.5,finbert-ft-2026-08-09
gs,2024-12-31,33124,2816,212,167,0.0753,0.0593,0.0738,0.0847,0.5,finbert-ft-2026-08-09
hban,2020-03-31,6560,75,4,17,0.0533,0.2267,0.0657,0.2381,0.5,finbert-ft-2026-08-09
hban,2020-06-30,6560,46,1,10,0.0217,0.2174,0.0398,0.2574,0.5,finbert-ft-2026-08-09
hban,2020-09-30,6560,61,1,25,0.0164,0.4098,0.0365,0.4141,0.5,finbert-ft-2026-08-09
hban,2020-12-31,6560,69,2,38,0.029,0.5507,0.0525,0.4998,0.5,finbert-ft-2026-08-09
hban,2021-03-31,6560,39,5,11,0.1282,0.2821,0.1335,0.2943,0.5,finbert-ft-2026-08-09
hban,2021-06-30,6560,38,0,15,0.0,0.3947,0.033,0.4381,0.5,finbert-ft-2026-08-09
hban,2021-09-30,6560,51,0,20,0.0,0.3922,0.0239,0.4118,0.5,finbert-ft-2026-08-09
hban,2021-12-31,6560,51,3,14,0.0588,0.2745,0.0764,0.2873,0.5,finbert-ft-2026-08-09
hban,2022-03-31,6560,136,2,21,0.0147,0.1544,0.0318,0.1864,0.5,finbert-ft-2026-08-09
hban,2022-06-30,6560,91,3,24,0.033,0.2637,0.0372,0.3145,0.5,finbert-ft-2026-08-09
hban,2022-09-30,6560,71,0,17,0.0,0.2394,0.0184,0.2522,0.5,finbert-ft-2026-08-09
hban,2022-12-31,6560,54,0,20,0.0,0.3704,0.0107,0.3642,0.5,finbert-ft-2026-08-09
hban,2023-03-31,6560,50,0,19,0.0,0.38,0.0196,0.3772,0.5,finbert-ft-2026-08-09
hban,2023-06-30,6560,335,4,34,0.0119,0.1015,0.0241,0.139,0.5,finbert-ft-2026-08-09
hban,2023-09-30,6560,140,2,33,0.0143,0.2357,0.0226,0.2398,0.5,finbert-ft-2026-08-09
hban,2023-12-31,6560,224,53,28,0.2366,0.125,0.2453,0.1308,0.5,finbert-ft-2026-08-09
hban,2024-03-31,6560,223,9,27,0.0404,0.1211,0.0532,0.1424,0.5,finbert-ft-2026-08-09
hban,2024-06-30,6560,216,4,36,0.0185,0.1667,0.0357,0.1681,0.5,finbert-ft-2026-08-09
hban,2024-09-30,6560,262,2,44,0.0076,0.1679,0.0222,0.171,0.5,finbert-ft-2026-08-09
hban,2024-12-31,6560,187,4,24,0.0214,0.1283,0.043,0.1499,0.5,finbert-ft-2026-08-09
homb,2020-03-31,11241,15,0,6,0.0,0.4,0.0077,0.3745,0.5,finbert-ft-2026-08-09
homb,2020-06-30,11241,14,0,9,0.0,0.6429,0.0089,0.6112,0.5,finbert-ft-2026-08-09
homb,2020-09-30,11241,10,0,7,0.0,0.7,0.0112,0.6638,0.5,finbert-ft-2026-08-09
homb,2020-12-31,11241,6,0,2,0.0,0.3333,0.0274,0.3723,0.5,finbert-ft-2026-08-09
homb,2021-03-31,11241,17,0,8,0.0,0.4706,0.0178,0.4602,0.5,finbert-ft-2026-08-09
homb,2021-06-30,11241,7,0,3,0.0,0.4286,0.0428,0.4194,0.5,finbert-ft-2026-08-09
homb,2021-09-30,11241,19,3,4,0.1579,0.2105,0.1413,0.2135,0.5,finbert-ft-2026-08-09
homb,2021-12-31,11241,23,0,9,0.0,0.3913,0.018,0.4181,0.5,finbert-ft-2026-08-09
homb,2022-03-31,11241,19,0,15,0.0,0.7895,0.0099,0.7009,0.5,finbert-ft-2026-08-09
homb,2022-06-30,11241,13,0,8,0.0,0.6154,0.0104,0.5189,0.5,finbert-ft-2026-08-09
homb,2022-09-30,11241,7,0,1,0.0,0.1429,0.0262,0.1156,0.5,finbert-ft-2026-08-09
homb,2022-12-31,11241,8,0,4,0.0,0.5,0.0434,0.4049,0.5,finbert-ft-2026-08-09
homb,2023-03-31,11241,9,0,3,0.0,0.3333,0.031,0.2717,0.5,finbert-ft-2026-08-09
homb,2023-06-30,11241,30,0,7,0.0,0.2333,0.0184,0.2626,0.5,finbert-ft-2026-08-09
homb,2023-09-30,11241,27,0,5,0.0,0.1852,0.0319,0.1768,0.5,finbert-ft-2026-08-09
homb,2023-12-31,11241,18,0,5,0.0,0.2778,0.0245,0.2275,0.5,finbert-ft-2026-08-09
homb,2024-03-31,11241,24,0,2,0.0,0.0833,0.0142,0.0889,0.5,finbert-ft-2026-08-09
homb,2024-06-30,11241,56,0,7,0.0,0.125,0.0458,0.1369,0.5,finbert-ft-2026-08-09
homb,2024-09-30,11241,50,0,9,0.0,0.18,0.0222,0.1951,0.5,finbert-ft-2026-08-09
homb,2024-12-31,11241,54,4,6,0.0741,0.1111,0.1032,0.1276,0.5,finbert-ft-2026-08-09
hope,2020-03-31,26610,14,0,2,0.0,0.1429,0.0456,0.2244,0.5,finbert-ft-2026-08-09
hope,2020-06-30,26610,14,0,5,0.0,0.3571,0.0127,0.4336,0.5,finbert-ft-2026-08-09
hope,2020-09-30,26610,16,1,2,0.0625,0.125,0.0706,0.215,0.5,finbert-ft-2026-08-09
hope,2020-12-31,26610,7,0,4,0.0,0.5714,0.0161,0.6392,0.5,finbert-ft-2026-08-09
hope,2021-03-31,26610,22,2,5,0.0909,0.2273,0.0854,0.3064,0.5,finbert-ft-2026-08-09
hope,2021-06-30,26610,17,0,6,0.0,0.3529,0.0128,0.3713,0.5,finbert-ft-2026-08-09
hope,2021-09-30,26610,17,0,8,0.0,0.4706,0.0225,0.5117,0.5,finbert-ft-2026-08-09
hope,2021-12-31,26610,14,0,6,0.0,0.4286,0.0141,0.4486,0.5,finbert-ft-2026-08-09
hope,2022-03-31,26610,12,0,7,0.0,0.5833,0.0396,0.6017,0.5,finbert-ft-2026-08-09
hope,2022-06-30,26610,23,0,10,0.0,0.4348,0.0252,0.461,0.5,finbert-ft-2026-08-09
hope,2022-09-30,26610,6,0,3,0.0,0.5,0.0253,0.5281,0.5,finbert-ft-2026-08-09
hope,2022-12-31,26610,4,0,2,0.0,0.5,0.0265,0.5743,0.5,finbert-ft-2026-08-09
hope,2023-03-31,26610,21,5,7,0.2381,0.3333,0.2004,0.3528,0.5,finbert-ft-2026-08-09
hope,2023-06-30,26610,53,2,20,0.0377,0.3774,0.0523,0.3585,0.5,finbert-ft-2026-08-09
hope,2023-09-30,26610,42,2,15,0.0476,0.3571,0.0574,0.4123,0.5,finbert-ft-2026-08-09
hope,2023-12-31,26610,33,0,11,0.0,0.3333,0.0358,0.3697,0.5,finbert-ft-2026-08-09
hope,2024-03-31,26610,35,5,11,0.1429,0.3143,0.1513,0.2958,0.5,finbert-ft-2026-08-09
hope,2024-06-30,26610,52,9,15,0.1731,0.2885,0.1826,0.3102,0.5,finbert-ft-2026-08-09
hope,2024-09-30,26610,58,1,15,0.0172,0.2586,0.0453,0.3042,0.5,finbert-ft-2026-08-09
hope,2024-12-31,26610,41,2,12,0.0488,0.2927,0.0671,0.317,0.5,finbert-ft-2026-08-09
hwc,2020-03-31,12441,10,0,1,0.0,0.1,0.0081,0.0966,0.5,finbert-ft-2026-08-09
hwc,2020-06-30,12441,10,0,7,0.0,0.7,0.0066,0.618,0.5,finbert-ft-2026-08-09
hwc,2020-09-30,12441,9,0,3,0.0,0.3333,0.007,0.3006,0.5,finbert-ft-2026-08-09
hwc,2020-12-31,12441,5,0,3,0.0,0.6,0.0133,0.4818,0.5,finbert-ft-2026-08-09
hwc,2021-03-31,12441,10,0,1,0.0,0.1,0.0065,0.1038,0.5,finbert-ft-2026-08-09
hwc,2021-06-30,12441,12,0,7,0.0,0.5833,0.012,0.4867,0.5,finbert-ft-2026-08-09
hwc,2021-09-30,12441,9,0,3,0.0,0.3333,0.0082,0.2684,0.5,finbert-ft-2026-08-09
hwc,2021-12-31,12441,9,0,3,0.0,0.3333,0.0092,0.284,0.5,finbert-ft-2026-08-09
hwc,2022-03-31,12441,8,0,4,0.0,0.5,0.0109,0.4081,0.5,finbert-ft-2026-08-09
hwc,2022-06-30,12441,10,0,3,0.0,0.3,0.0101,0.266,0.5,finbert-ft-2026-08-09
hwc,2022-09-30,12441,4,0,1,0.0,0.25,0.008,0.2288,0.5,finbert-ft-2026-08-09
hwc,2022-12-31,12441,5,1,2,0.2,0.4,0.1144,0.3246,0.5,finbert-ft-2026-08-09
hwc,2023-03-31,12441,10,0,4,0.0,0.4,0.0064,0.3788,0.5,finbert-ft-2026-08-09
hwc,2023-06-30,12441,14,0,9,0.0,0.6429,0.0123,0.5641,0.5,finbert-ft-2026-08-09
hwc,2023-09-30,12441,10,0,5,0.0,0.5,0.0096,0.4562,0.5,finbert-ft-2026-08-09
hwc,2023-12-31,12441,13,0,3,0.0,0.2308,0.0093,0.2046,0.5,finbert-ft-2026-08-09
hwc,2024-03-31,12441,20,0,6,0.0,0.3,0.0188,0.244,0.5,finbert-ft-2026-08-09
hwc,2024-06-30,12441,10,0,4,0.0,0.4,0.007,0.3773,0.5,finbert-ft-2026-08-09
hwc,2024-09-30,12441,7,0,2,0.0,0.2857,0.0313,0.2597,0.5,finbert-ft-2026-08-09
hwc,2024-12-31,12441,6,1,3,0.1667,0.5,0.0932,0.4648,0.5,finbert-ft-2026-08-09
iboc,2020-03-31,19629,8,0,6,0.0,0.75,0.0078,0.6746,0.5,finbert-ft-2026-08-09
iboc,2020-06-30,19629,9,0,3,0.0,0.3333,0.0077,0.3229,0.5,finbert-ft-2026-08-09
iboc,2020-09-30,19629,5,0,3,0.0,0.6,0.0078,0.5448,0.5,finbert-ft-2026-08-09
iboc,2020-12-31,19629,2,0,1,0.0,0.5,0.0099,0.4909,0.5,finbert-ft-2026-08-09
iboc,2021-03-31,19629,4,0,3,0.0,0.75,0.0069,0.7208,0.5,finbert-ft-2026-08-09
iboc,2021-06-30,19629,4,0,3,0.0,0.75,0.008,0.7127,0.5,finbert-ft-2026-08-09
iboc,2021-09-30,19629,7,0,5,0.0,0.7143,0.0087,0.6918,0.5,finbert-ft-2026-08-09
iboc,2021-12-31,19629,2,0,1,0.0,0.5,0.0099,0.4924,0.5,finbert-ft-2026-08-09
iboc,2022-03-31,19629,8,0,5,0.0,0.625,0.0084,0.6173,0.5,finbert-ft-2026-08-09
iboc,2022-06-30,19629,5,0,4,0.0,0.8,0.0077,0.7599,0.5,finbert-ft-2026-08-09
iboc,2022-09-30,19629,4,0,3,0.0,0.75,0.0092,0.7255,0.5,finbert-ft-2026-08-09
iboc,2022-12-31,19629,2,0,1,0.0,0.5,0.0099,0.4924,0.5,finbert-ft-2026-08-09
iboc,2023-03-31,19629,5,0,4,0.0,0.8,0.0079,0.7698,0.5,finbert-ft-2026-08-09
iboc,2023-06-30,19629,5,0,3,0.0,0.6,0.0071,0.5765,0.5,finbert-ft-2026-08-09
iboc,2023-09-30,19629,6,0,4,0.0,0.6667,0.0087,0.6529,0.5,finbert-ft-2026-08-09
iboc,2023-12-31,19629,2,0,1,0.0,0.5,0.0099,0.4924,0.5,finbert-ft-2026-08-09
iboc,2024-03-31,19629,6,0,5,0.0,0.8333,0.0075,0.8079,0.5,finbert-ft-2026-08-09
iboc,2024-06-30,19629,11,0,6,0.0,0.5455,0.0076,0.557,0.5,finbert-ft-2026-08-09
iboc,2024-09-30,19629,5,0,4,0.0,0.8,0.0089,0.7693,0.5,finbert-ft-2026-08-09
iboc,2024-12-31,19629,2,0,1,0.0,0.5,0.0099,0.4927,0.5,finbert-ft-2026-08-09
indb,2020-03-31,9712,5,0,4,0.0,0.8,0.0091,0.7324,0.5,finbert-ft-2026-08-09
indb,2020-06-30,9712,6,0,5,0.0,0.8333,0.0086,0.7578,0.5,finbert-ft-2026-08-09
indb,2020-09-30,9712,3,0,2,0.0,0.6667,0.0107,0.6261,0.5,finbert-ft-2026-08-09
indb,2020-12-31,9712,5,0,4,0.0,0.8,0.0091,0.7556,0.5,finbert-ft-2026-08-09
indb,2021-03-31,9712,7,0,5,0.0,0.7143,0.0095,0.6856,0.5,finbert-ft-2026-08-09
indb,2021-06-30,9712,9,0,8,0.0,0.8889,0.0085,0.8483,0.5,finbert-ft-2026-08-09
indb,2021-09-30,9712,7,0,5,0.0,0.7143,0.0108,0.6828,0.5,finbert-ft-2026-08-09
indb,2021-12-31,9712,6,0,5,0.0,0.8333,0.009,0.7923,0.5,finbert-ft-2026-08-09
indb,2022-03-31,9712,6,0,4,0.0,0.6667,0.0092,0.6595,0.5,finbert-ft-2026-08-09
indb,2022-06-30,9712,5,0,4,0.0,0.8,0.0096,0.7637,0.5,finbert-ft-2026-08-09
indb,2022-09-30,9712,3,0,2,0.0,0.6667,0.0108,0.6388,0.5,finbert-ft-2026-08-09
indb,2022-12-31,9712,4,0,3,0.0,0.75,0.0095,0.7106,0.5,finbert-ft-2026-08-09
indb,2023-03-31,9712,9,0,7,0.0,0.7778,0.0087,0.7483,0.5,finbert-ft-2026-08-09
indb,2023-06-30,9712,5,0,4,0.0,0.8,0.0097,0.7651,0.5,finbert-ft-2026-08-09
indb,2023-09-30,9712,7,0,4,0.0,0.5714,0.0084,0.5598,0.5,finbert-ft-2026-08-09
indb,2023-12-31,9712,4,0,3,0.0,0.75,0.0101,0.7156,0.5,finbert-ft-2026-08-09
indb,2024-03-31,9712,4,0,3,0.0,0.75,0.0102,0.7202,0.5,finbert-ft-2026-08-09
indb,2024-06-30,9712,5,0,4,0.0,0.8,0.0096,0.7627,0.5,finbert-ft-2026-08-09
indb,2024-09-30,9712,5,0,3,0.0,0.6,0.0108,0.5756,0.5,finbert-ft-2026-08-09
indb,2024-12-31,9712,7,0,5,0.0,0.7143,0.0091,0.7013,0.5,finbert-ft-2026-08-09
jpm,2020-03-31,628,3502,162,254,0.0463,0.0725,0.0574,0.0995,0.5,finbert-ft-2026-08-09
jpm,2020-06-30,628,2868,421,204,0.1468,0.0711,0.1499,0.0998,0.5,finbert-ft-2026-08-09
jpm,2020-09-30,628,2727,160,249,0.0587,0.0913,0.0711,0.1113,0.5,finbert-ft-2026-08-09
jpm,2020-12-31,628,1984,113,403,0.057,0.2031,0.0642,0.2064,0.5,finbert-ft-2026-08-09
jpm,2021-03-31,628,2439,39,231,0.016,0.0947,0.031,0.1231,0.5,finbert-ft-2026-08-09
jpm,2021-06-30,628,2745,65,385,0.0237,0.1403,0.0378,0.149,0.5,finbert-ft-2026-08-09
jpm,2021-09-30,628,2688,85,352,0.0316,0.131,0.0384,0.1391,0.5,finbert-ft-2026-08-09
jpm,2021-12-31,628,2810,179,332,0.0637,0.1181,0.0709,0.1291,0.5,finbert-ft-2026-08-09
jpm,2022-03-31,628,2718,155,300,0.057,0.1104,0.0785,0.1228,0.5,finbert-ft-2026-08-09
jpm,2022-06-30,628,2932,159,252,0.0542,0.0859,0.0642,0.104,0.5,finbert-ft-2026-08-09
jpm,2022-09-30,628,2551,141,148,0.0553,0.058,0.0758,0.0731,0.5,finbert-ft-2026-08-09
jpm,2022-12-31,628,2554,297,172,0.1163,0.0673,0.1074,0.0865,0.5,finbert-ft-2026-08-09
jpm,2023-03-31,628,3094,313,200,0.1012,0.0646,0.1093,0.0861,0.5,finbert-ft-2026-08-09
jpm,2023-06-30,628,11039,945,1483,0.0856,0.1343,0.112,0.1491,0.5,finbert-ft-2026-08-09
jpm,2023-09-30,628,6375,630,549,0.0988,0.0861,0.1128,0.1107,0.5,finbert-ft-2026-08-09
jpm,2023-12-31,628,4883,165,295,0.0338,0.0604,0.0477,0.0842,0.5,finbert-ft-2026-08-09
jpm,2024-03-31,628,5671,205,389,0.0361,0.0686,0.0469,0.0892,0.5,finbert-ft-2026-08-09
jpm,2024-06-30,628,6481,199,435,0.0307,0.0671,0.0428,0.0862,0.5,finbert-ft-2026-08-09
jpm,2024-09-30,628,5644,129,357,0.0229,0.0633,0.0354,0.0829,0.5,finbert-ft-2026-08-09
jpm,2024-12-31,628,3861,456,244,0.1181,0.0632,0.12,0.0862,0.5,finbert-ft-2026-08-09
key,2020-03-31,17534,125,13,19,0.104,0.152,0.1076,0.161,0.5,finbert-ft-2026-08-09
key,2020-06-30,17534,88,5,15,0.0568,0.1705,0.0667,0.1908,0.5,finbert-ft-2026-08-09
key,2020-09-30,17534,82,8,14,0.0976,0.1707,0.1058,0.1965,0.5,finbert-ft-2026-08-09
key,2020-12-31,17534,46,3,18,0.0652,0.3913,0.0713,0.3968,0.5,finbert-ft-2026-08-09
key,2021-03-31,17534,95,13,18,0.1368,0.1895,0.1422,0.203,0.5,finbert-ft-2026-08-09
key,2021-06-30,17534,126,7,33,0.0556,0.2619,0.0669,0.2724,0.5,finbert-ft-2026-08-09
key,2021-09-30,17534,116,1,35,0.0086,0.3017,0.0197,0.2934,0.5,finbert-ft-2026-08-09
key,2021-12-31,17534,100,1,23,0.01,0.23,0.0287,0.2298,0.5,finbert-ft-2026-08-09
key,2022-03-31,17534,172,2,20,0.0116,0.1163,0.0204,0.132,0.5,finbert-ft-2026-08-09
key,2022-06-30,17534,268,1,24,0.0037,0.0896,0.0144,0.1125,0.5,finbert-ft-2026-08-09
key,2022-09-30,17534,237,10,16,0.0422,0.0675,0.0582,0.0905,0.5,finbert-ft-2026-08-09
key,2022-12-31,17534,114,3,12,0.0263,0.1053,0.0428,0.1258,0.5,finbert-ft-2026-08-09
key,2023-03-31,17534,179,1,35,0.0056,0.1955,0.0215,0.188,0.5,finbert-ft-2026-08-09
key,2023-06-30,17534,876,40,47,0.0457,0.0537,0.0551,0.0783,0.5,finbert-ft-2026-08-09
key,2023-09-30,17534,1219,13,225,0.0107,0.1846,0.0323,0.1805,0.5,finbert-ft-2026-08-09
key,2023-12-31,17534,636,8,114,0.0126,0.1792,0.0226,0.1869,0.5,finbert-ft-2026-08-09
key,2024-03-31,17534,670,6,104,0.009,0.1552,0.0174,0.1593,0.5,finbert-ft-2026-08-09
key,2024-06-30,17534,497,6,61,0.0121,0.1227,0.0215,0.1358,0.5,finbert-ft-2026-08-09
key,2024-09-30,17534,617,11,86,0.0178,0.1394,0.0252,0.1548,0.5,finbert-ft-2026-08-09
key,2024-12-31,17534,540,4,85,0.0074,0.1574,0.0189,0.1752,0.5,finbert-ft-2026-08-09
lob,2020-03-31,58665,16,0,4,0.0,0.25,0.0166,0.2502,0.5,finbert-ft-2026-08-09
lob,2020-06-30,58665,17,0,5,0.0,0.2941,0.0091,0.2799,0.5,finbert-ft-2026-08-09
lob,2020-09-30,58665,13,0,3,0.0,0.2308,0.009,0.2324,0.5,finbert-ft-2026-08-09
lob,2020-12-31,58665,8,0,2,0.0,0.25,0.0144,0.2489,0.5,finbert-ft-2026-08-09
lob,2021-03-31,58665,15,0,5,0.0,0.3333,0.0122,0.3113,0.5,finbert-ft-2026-08-09
