bank_id,quarter_end_date,fdic_cert_number,n_scored,n_negative,n_positive,neg_share,pos_share,mean_p_negative,mean_p_positive,threshold,model_version
ubsi,2020-12-31,22858,8,0,5,0.0,0.625,0.0108,0.6063,0.5,finbert-ft-2026-08-09
ubsi,2021-03-31,22858,6,0,2,0.0,0.3333,0.0104,0.3395,0.5,finbert-ft-2026-08-09
ubsi,2021-06-30,22858,14,0,3,0.0,0.2143,0.0145,0.4341,0.5,finbert-ft-2026-08-09
ubsi,2021-09-30,22858,3,0,1,0.0,0.3333,0.0156,0.3325,0.5,finbert-ft-2026-08-09
ubsi,2021-12-31,22858,10,0,7,0.0,0.7,0.0178,0.6861,0.5,finbert-ft-2026-08-09
ubsi,2022-03-31,22858,8,0,3,0.0,0.375,0.0094,0.375,0.5,finbert-ft-2026-08-09
ubsi,2022-06-30,22858,15,0,2,0.0,0.1333,0.0114,0.1628,0.5,finbert-ft-2026-08-09
ubsi,2022-09-30,22858,4,0,1,0.0,0.25,0.0121,0.2641,0.5,finbert-ft-2026-08-09
ubsi,2022-12-31,22858,7,0,3,0.0,0.4286,0.0199,0.4453,0.5,finbert-ft-2026-08-09
ubsi,2023-03-31,22858,7,0,3,0.0,0.4286,0.009,0.4518,0.5,finbert-ft-2026-08-09
ubsi,2023-06-30,22858,44,0,5,0.0,0.1136,0.0206,0.1216,0.5,finbert-ft-2026-08-09
ubsi,2023-09-30,22858,24,0,2,0.0,0.0833,0.0209,0.1115,0.5,finbert-ft-2026-08-09
ubsi,2023-12-31,22858,21,0,8,0.0,0.381,0.013,0.3865,0.5,finbert-ft-2026-08-09
ubsi,2024-03-31,22858,25,0,4,0.0,0.16,0.0309,0.1637,0.5,finbert-ft-2026-08-09
ubsi,2024-06-30,22858,22,0,6,0.0,0.2727,0.0121,0.2578,0.5,finbert-ft-2026-08-09
ubsi,2024-09-30,22858,26,0,7,0.0,0.2692,0.0144,0.3046,0.5,finbert-ft-2026-08-09
ubsi,2024-12-31,22858,29,0,6,0.0,0.2069,0.0176,0.2336,0.5,finbert-ft-2026-08-09
ucb,2020-03-31,16889,11,0,7,0.0,0.6364,0.0342,0.595,0.5,finbert-ft-2026-08-09
ucb,2020-06-30,16889,20,0,14,0.0,0.7,0.0161,0.7049,0.5,finbert-ft-2026-08-09
ucb,2020-09-30,16889,9,0,8,0.0,0.8889,0.0126,0.8112,0.5,finbert-ft-2026-08-09
ucb,2020-12-31,16889,5,0,4,0.0,0.8,0.0086,0.7613,0.5,finbert-ft-2026-08-09
ucb,2021-03-31,16889,8,0,2,0.0,0.25,0.0138,0.3045,0.5,finbert-ft-2026-08-09
ucb,2021-06-30,16889,11,0,10,0.0,0.9091,0.0126,0.8105,0.5,finbert-ft-2026-08-09
ucb,2021-09-30,16889,15,2,7,0.1333,0.4667,0.1102,0.4842,0.5,finbert-ft-2026-08-09
ucb,2021-12-31,16889,8,0,4,0.0,0.5,0.0188,0.5011,0.5,finbert-ft-2026-08-09
ucb,2022-03-31,16889,9,0,4,0.0,0.4444,0.0105,0.4502,0.5,finbert-ft-2026-08-09
ucb,2022-06-30,16889,17,0,9,0.0,0.5294,0.0098,0.5108,0.5,finbert-ft-2026-08-09
ucb,2022-09-30,16889,10,0,3,0.0,0.3,0.0129,0.3281,0.5,finbert-ft-2026-08-09
ucb,2022-12-31,16889,3,0,1,0.0,0.3333,0.0102,0.3625,0.5,finbert-ft-2026-08-09
ucb,2023-03-31,16889,22,0,10,0.0,0.4545,0.0166,0.4582,0.5,finbert-ft-2026-08-09
ucb,2023-06-30,16889,31,0,8,0.0,0.2581,0.0147,0.268,0.5,finbert-ft-2026-08-09
ucb,2023-09-30,16889,21,0,4,0.0,0.1905,0.0223,0.2004,0.5,finbert-ft-2026-08-09
ucb,2023-12-31,16889,19,0,9,0.0,0.4737,0.0286,0.4392,0.5,finbert-ft-2026-08-09
ucb,2024-03-31,16889,34,1,13,0.0294,0.3824,0.0476,0.3466,0.5,finbert-ft-2026-08-09
ucb,2024-06-30,16889,31,0,5,0.0,0.1613,0.0246,0.191,0.5,finbert-ft-2026-08-09
ucb,2024-09-30,16889,29,0,8,0.0,0.2759,0.0245,0.31,0.5,finbert-ft-2026-08-09
ucb,2024-12-31,16889,13,0,7,0.0,0.5385,0.0442,0.5033,0.5,finbert-ft-2026-08-09
umbf,2020-03-31,8273,13,3,3,0.2308,0.2308,0.211,0.2393,0.5,finbert-ft-2026-08-09
umbf,2020-06-30,8273,11,0,4,0.0,0.3636,0.0079,0.3584,0.5,finbert-ft-2026-08-09
umbf,2020-09-30,8273,14,2,8,0.1429,0.5714,0.1352,0.5563,0.5,finbert-ft-2026-08-09
umbf,2020-12-31,8273,4,0,2,0.0,0.5,0.0068,0.4824,0.5,finbert-ft-2026-08-09
umbf,2021-03-31,8273,12,0,5,0.0,0.4167,0.0056,0.5185,0.5,finbert-ft-2026-08-09
umbf,2021-06-30,8273,6,0,5,0.0,0.8333,0.0065,0.7606,0.5,finbert-ft-2026-08-09
umbf,2021-09-30,8273,3,0,2,0.0,0.6667,0.0068,0.6373,0.5,finbert-ft-2026-08-09
umbf,2021-12-31,8273,8,0,2,0.0,0.25,0.0056,0.2863,0.5,finbert-ft-2026-08-09
umbf,2022-03-31,8273,9,0,2,0.0,0.2222,0.0081,0.356,0.5,finbert-ft-2026-08-09
umbf,2022-06-30,8273,8,0,4,0.0,0.5,0.0618,0.4605,0.5,finbert-ft-2026-08-09
umbf,2022-09-30,8273,12,0,6,0.0,0.5,0.0075,0.4833,0.5,finbert-ft-2026-08-09
umbf,2022-12-31,8273,19,0,2,0.0,0.1053,0.0118,0.1141,0.5,finbert-ft-2026-08-09
umbf,2023-03-31,8273,27,0,5,0.0,0.1852,0.0459,0.1935,0.5,finbert-ft-2026-08-09
umbf,2023-06-30,8273,73,1,7,0.0137,0.0959,0.0249,0.1117,0.5,finbert-ft-2026-08-09
umbf,2023-09-30,8273,15,1,3,0.0667,0.2,0.147,0.2233,0.5,finbert-ft-2026-08-09
umbf,2023-12-31,8273,103,0,2,0.0,0.0194,0.0439,0.0416,0.5,finbert-ft-2026-08-09
umbf,2024-03-31,8273,11,1,3,0.0909,0.2727,0.0733,0.2797,0.5,finbert-ft-2026-08-09
umbf,2024-06-30,8273,185,2,6,0.0108,0.0324,0.0309,0.0603,0.5,finbert-ft-2026-08-09
umbf,2024-09-30,8273,158,0,3,0.0,0.019,0.0223,0.0459,0.5,finbert-ft-2026-08-09
umbf,2024-12-31,8273,106,0,3,0.0,0.0283,0.0192,0.0536,0.5,finbert-ft-2026-08-09
usb,2020-03-31,6548,50,4,21,0.08,0.42,0.1315,0.416,0.5,finbert-ft-2026-08-09
usb,2020-06-30,6548,45,3,23,0.0667,0.5111,0.0947,0.515,0.5,finbert-ft-2026-08-09
usb,2020-09-30,6548,23,0,10,0.0,0.4348,0.0321,0.4118,0.5,finbert-ft-2026-08-09
usb,2020-12-31,6548,24,2,13,0.0833,0.5417,0.1081,0.5253,0.5,finbert-ft-2026-08-09
usb,2021-03-31,6548,46,1,18,0.0217,0.3913,0.0403,0.3924,0.5,finbert-ft-2026-08-09
usb,2021-06-30,6548,37,2,18,0.0541,0.4865,0.0729,0.4854,0.5,finbert-ft-2026-08-09
usb,2021-09-30,6548,46,0,34,0.0,0.7391,0.041,0.7273,0.5,finbert-ft-2026-08-09
usb,2021-12-31,6548,43,3,14,0.0698,0.3256,0.0724,0.3506,0.5,finbert-ft-2026-08-09
usb,2022-03-31,6548,49,5,18,0.102,0.3673,0.106,0.3807,0.5,finbert-ft-2026-08-09
usb,2022-06-30,6548,33,1,17,0.0303,0.5152,0.0438,0.504,0.5,finbert-ft-2026-08-09
usb,2022-09-30,6548,98,6,13,0.0612,0.1327,0.0873,0.1491,0.5,finbert-ft-2026-08-09
usb,2022-12-31,6548,854,13,143,0.0152,0.1674,0.0854,0.1969,0.5,finbert-ft-2026-08-09
usb,2023-03-31,6548,114,7,23,0.0614,0.2018,0.0746,0.2059,0.5,finbert-ft-2026-08-09
usb,2023-06-30,6548,416,17,47,0.0409,0.113,0.0559,0.1492,0.5,finbert-ft-2026-08-09
usb,2023-09-30,6548,352,23,52,0.0653,0.1477,0.0753,0.1703,0.5,finbert-ft-2026-08-09
usb,2023-12-31,6548,258,15,39,0.0581,0.1512,0.0593,0.1741,0.5,finbert-ft-2026-08-09
usb,2024-03-31,6548,362,11,49,0.0304,0.1354,0.0404,0.1616,0.5,finbert-ft-2026-08-09
usb,2024-06-30,6548,458,18,51,0.0393,0.1114,0.0558,0.1474,0.5,finbert-ft-2026-08-09
usb,2024-09-30,6548,293,14,49,0.0478,0.1672,0.0626,0.2044,0.5,finbert-ft-2026-08-09
usb,2024-12-31,6548,218,1,38,0.0046,0.1743,0.0248,0.1992,0.5,finbert-ft-2026-08-09
vly,2020-03-31,9396,15,1,5,0.0667,0.3333,0.0654,0.3488,0.5,finbert-ft-2026-08-09
vly,2020-06-30,9396,18,0,10,0.0,0.5556,0.0103,0.5454,0.5,finbert-ft-2026-08-09
vly,2020-09-30,9396,5,0,2,0.0,0.4,0.0115,0.4313,0.5,finbert-ft-2026-08-09
vly,2020-12-31,9396,4,0,3,0.0,0.75,0.0121,0.6776,0.5,finbert-ft-2026-08-09
vly,2021-03-31,9396,9,0,2,0.0,0.2222,0.0103,0.2768,0.5,finbert-ft-2026-08-09
vly,2021-06-30,9396,12,1,8,0.0833,0.6667,0.0992,0.645,0.5,finbert-ft-2026-08-09
vly,2021-09-30,9396,30,1,12,0.0333,0.4,0.0381,0.4306,0.5,finbert-ft-2026-08-09
vly,2021-12-31,9396,17,0,7,0.0,0.4118,0.0642,0.3933,0.5,finbert-ft-2026-08-09
vly,2022-03-31,9396,24,0,13,0.0,0.5417,0.0149,0.5587,0.5,finbert-ft-2026-08-09
vly,2022-06-30,9396,26,0,15,0.0,0.5769,0.0149,0.5543,0.5,finbert-ft-2026-08-09
vly,2022-09-30,9396,23,1,13,0.0435,0.5652,0.0505,0.5677,0.5,finbert-ft-2026-08-09
vly,2022-12-31,9396,10,0,3,0.0,0.3,0.0099,0.3747,0.5,finbert-ft-2026-08-09
vly,2023-03-31,9396,21,0,10,0.0,0.4762,0.0291,0.4576,0.5,finbert-ft-2026-08-09
vly,2023-06-30,9396,95,6,10,0.0632,0.1053,0.1101,0.1363,0.5,finbert-ft-2026-08-09
vly,2023-09-30,9396,58,4,16,0.069,0.2759,0.0885,0.298,0.5,finbert-ft-2026-08-09
vly,2023-12-31,9396,40,0,18,0.0,0.45,0.0126,0.4477,0.5,finbert-ft-2026-08-09
vly,2024-03-31,9396,79,4,15,0.0506,0.1899,0.0886,0.2048,0.5,finbert-ft-2026-08-09
vly,2024-06-30,9396,87,4,19,0.046,0.2184,0.0609,0.2277,0.5,finbert-ft-2026-08-09
vly,2024-09-30,9396,101,5,23,0.0495,0.2277,0.0636,0.2416,0.5,finbert-ft-2026-08-09
vly,2024-12-31,9396,64,6,15,0.0938,0.2344,0.1072,0.2685,0.5,finbert-ft-2026-08-09
wafd,2020-03-31,28088,15,1,0,0.0667,0.0,0.0972,0.0874,0.5,finbert-ft-2026-08-09
wafd,2020-06-30,28088,19,0,0,0.0,0.0,0.0073,0.0464,0.5,finbert-ft-2026-08-09
wafd,2020-09-30,28088,17,0,0,0.0,0.0,0.0455,0.0382,0.5,finbert-ft-2026-08-09
wafd,2020-12-31,28088,6,0,0,0.0,0.0,0.0099,0.0385,0.5,finbert-ft-2026-08-09
wafd,2021-03-31,28088,23,0,1,0.0,0.0435,0.0249,0.0838,0.5,finbert-ft-2026-08-09
wafd,2021-06-30,28088,15,1,4,0.0667,0.2667,0.0736,0.2178,0.5,finbert-ft-2026-08-09
wafd,2021-09-30,28088,18,0,6,0.0,0.3333,0.0111,0.2413,0.5,finbert-ft-2026-08-09
wafd,2021-12-31,28088,28,2,6,0.0714,0.2143,0.0523,0.1992,0.5,finbert-ft-2026-08-09
wafd,2022-03-31,28088,22,0,8,0.0,0.3636,0.0137,0.3324,0.5,finbert-ft-2026-08-09
wafd,2022-06-30,28088,21,0,5,0.0,0.2381,0.0089,0.219,0.5,finbert-ft-2026-08-09
wafd,2022-09-30,28088,32,0,5,0.0,0.1562,0.0125,0.1993,0.5,finbert-ft-2026-08-09
wafd,2022-12-31,28088,134,0,9,0.0,0.0672,0.033,0.0666,0.5,finbert-ft-2026-08-09
wafd,2023-03-31,28088,38,0,12,0.0,0.3158,0.0155,0.3052,0.5,finbert-ft-2026-08-09
wafd,2023-06-30,28088,48,0,8,0.0,0.1667,0.0134,0.1549,0.5,finbert-ft-2026-08-09
wafd,2023-09-30,28088,44,4,8,0.0909,0.1818,0.099,0.1778,0.5,finbert-ft-2026-08-09
wafd,2023-12-31,28088,40,3,8,0.075,0.2,0.0864,0.201,0.5,finbert-ft-2026-08-09
wafd,2024-03-31,28088,45,0,22,0.0,0.4889,0.0128,0.4166,0.5,finbert-ft-2026-08-09
wafd,2024-06-30,28088,53,0,22,0.0,0.4151,0.0099,0.389,0.5,finbert-ft-2026-08-09
wafd,2024-09-30,28088,61,0,16,0.0,0.2623,0.0115,0.2585,0.5,finbert-ft-2026-08-09
wafd,2024-12-31,28088,44,0,11,0.0,0.25,0.0109,0.2469,0.5,finbert-ft-2026-08-09
wal,2020-03-31,57512,32,1,10,0.0312,0.3125,0.0517,0.3244,0.5,finbert-ft-2026-08-09
wal,2020-06-30,57512,33,2,16,0.0606,0.4848,0.0651,0.4309,0.5,finbert-ft-2026-08-09
wal,2020-09-30,57512,32,2,12,0.0625,0.375,0.0804,0.3318,0.5,finbert-ft-2026-08-09
wal,2020-12-31,57512,9,0,2,0.0,0.2222,0.0115,0.2911,0.5,finbert-ft-2026-08-09
wal,2021-03-31,57512,37,1,12,0.027,0.3243,0.039,0.3039,0.5,finbert-ft-2026-08-09
wal,2021-06-30,57512,35,0,12,0.0,0.3429,0.0135,0.3306,0.5,finbert-ft-2026-08-09
wal,2021-09-30,57512,34,0,8,0.0,0.2353,0.0182,0.2258,0.5,finbert-ft-2026-08-09
wal,2021-12-31,57512,25,0,6,0.0,0.24,0.0188,0.2559,0.5,finbert-ft-2026-08-09
wal,2022-03-31,57512,51,0,5,0.0,0.098,0.0163,0.1129,0.5,finbert-ft-2026-08-09
wal,2022-06-30,57512,47,3,9,0.0638,0.1915,0.0703,0.2264,0.5,finbert-ft-2026-08-09
wal,2022-09-30,57512,32,2,7,0.0625,0.2188,0.0758,0.2162,0.5,finbert-ft-2026-08-09
wal,2022-12-31,57512,28,0,4,0.0,0.1429,0.0089,0.1672,0.5,finbert-ft-2026-08-09
wal,2023-03-31,57512,96,3,12,0.0312,0.125,0.0437,0.1622,0.5,finbert-ft-2026-08-09
wal,2023-06-30,57512,555,75,90,0.1351,0.1622,0.1386,0.1569,0.5,finbert-ft-2026-08-09
wal,2023-09-30,57512,134,8,12,0.0597,0.0896,0.0624,0.1272,0.5,finbert-ft-2026-08-09
wal,2023-12-31,57512,88,2,13,0.0227,0.1477,0.0314,0.1682,0.5,finbert-ft-2026-08-09
wal,2024-03-31,57512,88,5,13,0.0568,0.1477,0.0737,0.1853,0.5,finbert-ft-2026-08-09
wal,2024-06-30,57512,98,1,13,0.0102,0.1327,0.0194,0.1763,0.5,finbert-ft-2026-08-09
wal,2024-09-30,57512,114,1,14,0.0088,0.1228,0.0253,0.146,0.5,finbert-ft-2026-08-09
wal,2024-12-31,57512,81,1,14,0.0123,0.1728,0.0185,0.1975,0.5,finbert-ft-2026-08-09
wbs,2020-03-31,18221,50,0,11,0.0,0.22,0.0194,0.2271,0.5,finbert-ft-2026-08-09
wbs,2020-06-30,18221,35,3,15,0.0857,0.4286,0.083,0.4246,0.5,finbert-ft-2026-08-09
wbs,2020-09-30,18221,25,1,14,0.04,0.56,0.0488,0.4028,0.5,finbert-ft-2026-08-09
wbs,2020-12-31,18221,23,14,4,0.6087,0.1739,0.5988,0.1762,0.5,finbert-ft-2026-08-09
wbs,2021-03-31,18221,20,2,4,0.1,0.2,0.1188,0.2346,0.5,finbert-ft-2026-08-09
wbs,2021-06-30,18221,42,0,16,0.0,0.381,0.0164,0.3936,0.5,finbert-ft-2026-08-09
wbs,2021-09-30,18221,12,0,3,0.0,0.25,0.0091,0.2799,0.5,finbert-ft-2026-08-09
wbs,2021-12-31,18221,19,0,13,0.0,0.6842,0.0071,0.6109,0.5,finbert-ft-2026-08-09
wbs,2022-03-31,18221,61,0,30,0.0,0.4918,0.0086,0.5124,0.5,finbert-ft-2026-08-09
wbs,2022-06-30,18221,31,0,15,0.0,0.4839,0.0069,0.4208,0.5,finbert-ft-2026-08-09
wbs,2022-09-30,18221,17,0,1,0.0,0.0588,0.0125,0.0829,0.5,finbert-ft-2026-08-09
wbs,2022-12-31,18221,17,0,5,0.0,0.2941,0.0079,0.3365,0.5,finbert-ft-2026-08-09
wbs,2023-03-31,18221,61,0,6,0.0,0.0984,0.0306,0.1262,0.5,finbert-ft-2026-08-09
wbs,2023-06-30,18221,119,27,4,0.2269,0.0336,0.2337,0.0605,0.5,finbert-ft-2026-08-09
wbs,2023-09-30,18221,74,4,6,0.0541,0.0811,0.0607,0.1113,0.5,finbert-ft-2026-08-09
wbs,2023-12-31,18221,62,0,9,0.0,0.1452,0.0126,0.1641,0.5,finbert-ft-2026-08-09
wbs,2024-03-31,18221,21,2,7,0.0952,0.3333,0.0978,0.3079,0.5,finbert-ft-2026-08-09
wbs,2024-06-30,18221,90,0,11,0.0,0.1222,0.0136,0.1289,0.5,finbert-ft-2026-08-09
wbs,2024-09-30,18221,60,2,8,0.0333,0.1333,0.0438,0.146,0.5,finbert-ft-2026-08-09
wbs,2024-12-31,18221,90,5,3,0.0556,0.0333,0.0656,0.0678,0.5,finbert-ft-2026-08-09
wfc,2020-03-31,3511,3168,718,621,0.2266,0.196,0.2392,0.2087,0.5,finbert-ft-2026-08-09
wfc,2020-06-30,3511,1639,154,268,0.094,0.1635,0.1285,0.1784,0.5,finbert-ft-2026-08-09
wfc,2020-09-30,3511,1459,233,135,0.1597,0.0925,0.1842,0.1082,0.5,finbert-ft-2026-08-09
wfc,2020-12-31,3511,801,132,122,0.1648,0.1523,0.1625,0.1685,0.5,finbert-ft-2026-08-09
wfc,2021-03-31,3511,1171,142,243,0.1213,0.2075,0.1239,0.2289,0.5,finbert-ft-2026-08-09
wfc,2021-06-30,3511,1147,70,129,0.061,0.1125,0.093,0.1373,0.5,finbert-ft-2026-08-09
wfc,2021-09-30,3511,1321,268,153,0.2029,0.1158,0.2166,0.1352,0.5,finbert-ft-2026-08-09
wfc,2021-12-31,3511,610,63,76,0.1033,0.1246,0.1039,0.136,0.5,finbert-ft-2026-08-09
wfc,2022-03-31,3511,828,71,125,0.0857,0.151,0.0946,0.1684,0.5,finbert-ft-2026-08-09
wfc,2022-06-30,3511,1347,126,82,0.0935,0.0609,0.1103,0.0839,0.5,finbert-ft-2026-08-09
wfc,2022-09-30,3511,1083,102,77,0.0942,0.0711,0.1049,0.095,0.5,finbert-ft-2026-08-09
wfc,2022-12-31,3511,1159,363,215,0.3132,0.1855,0.3118,0.2495,0.5,finbert-ft-2026-08-09
wfc,2023-03-31,3511,1090,223,100,0.2046,0.0917,0.2153,0.1051,0.5,finbert-ft-2026-08-09
wfc,2023-06-30,3511,4601,198,320,0.043,0.0696,0.0554,0.0846,0.5,finbert-ft-2026-08-09
wfc,2023-09-30,3511,2487,352,288,0.1415,0.1158,0.1501,0.1253,0.5,finbert-ft-2026-08-09
wfc,2023-12-31,3511,1656,213,183,0.1286,0.1105,0.1352,0.1252,0.5,finbert-ft-2026-08-09
wfc,2024-03-31,3511,1882,113,147,0.06,0.0781,0.0719,0.0917,0.5,finbert-ft-2026-08-09
wfc,2024-06-30,3511,2548,195,111,0.0765,0.0436,0.0838,0.0613,0.5,finbert-ft-2026-08-09
wfc,2024-09-30,3511,2429,308,77,0.1268,0.0317,0.129,0.0482,0.5,finbert-ft-2026-08-09
wfc,2024-12-31,3511,1966,201,83,0.1022,0.0422,0.0984,0.0608,0.5,finbert-ft-2026-08-09
wsbc,2020-03-31,803,45,0,16,0.0,0.3556,0.0097,0.3433,0.5,finbert-ft-2026-08-09
wsbc,2020-06-30,803,26,0,11,0.0,0.4231,0.0085,0.3686,0.5,finbert-ft-2026-08-09
wsbc,2020-09-30,803,37,1,16,0.027,0.4324,0.0346,0.408,0.5,finbert-ft-2026-08-09
wsbc,2020-12-31,803,14,1,5,0.0714,0.3571,0.0787,0.344,0.5,finbert-ft-2026-08-09
wsbc,2021-03-31,803,40,0,17,0.0,0.425,0.0078,0.4039,0.5,finbert-ft-2026-08-09
wsbc,2021-06-30,803,35,0,18,0.0,0.5143,0.0084,0.4795,0.5,finbert-ft-2026-08-09
wsbc,2021-09-30,803,24,0,10,0.0,0.4167,0.011,0.3708,0.5,finbert-ft-2026-08-09
wsbc,2021-12-31,803,24,0,11,0.0,0.4583,0.0135,0.433,0.5,finbert-ft-2026-08-09
wsbc,2022-03-31,803,62,1,20,0.0161,0.3226,0.0234,0.333,0.5,finbert-ft-2026-08-09
wsbc,2022-06-30,803,46,0,14,0.0,0.3043,0.0082,0.2792,0.5,finbert-ft-2026-08-09
wsbc,2022-09-30,803,47,0,14,0.0,0.2979,0.0103,0.3007,0.5,finbert-ft-2026-08-09
wsbc,2022-12-31,803,23,0,8,0.0,0.3478,0.0074,0.3395,0.5,finbert-ft-2026-08-09
wsbc,2023-03-31,803,128,0,10,0.0,0.0781,0.0084,0.1103,0.5,finbert-ft-2026-08-09
wsbc,2023-06-30,803,86,0,15,0.0,0.1744,0.0087,0.1924,0.5,finbert-ft-2026-08-09
wsbc,2023-09-30,803,166,3,13,0.0181,0.0783,0.0328,0.1009,0.5,finbert-ft-2026-08-09
wsbc,2023-12-31,803,48,0,6,0.0,0.125,0.0098,0.1364,0.5,finbert-ft-2026-08-09
wsbc,2024-03-31,803,134,4,14,0.0299,0.1045,0.0475,0.114,0.5,finbert-ft-2026-08-09
wsbc,2024-06-30,803,82,2,18,0.0244,0.2195,0.0305,0.2263,0.5,finbert-ft-2026-08-09
wsbc,2024-09-30,803,129,4,32,0.031,0.2481,0.0462,0.2389,0.5,finbert-ft-2026-08-09
wsbc,2024-12-31,803,208,0,22,0.0,0.1058,0.0165,0.1153,0.5,finbert-ft-2026-08-09
wsfs,2020-03-31,17838,8,0,2,0.0,0.25,0.009,0.2454,0.5,finbert-ft-2026-08-09
wsfs,2020-06-30,17838,10,0,6,0.0,0.6,0.0069,0.5721,0.5,finbert-ft-2026-08-09
wsfs,2020-09-30,17838,7,0,3,0.0,0.4286,0.0071,0.4235,0.5,finbert-ft-2026-08-09
wsfs,2020-12-31,17838,10,2,7,0.2,0.7,0.2007,0.6585,0.5,finbert-ft-2026-08-09
wsfs,2021-03-31,17838,16,0,7,0.0,0.4375,0.0146,0.452,0.5,finbert-ft-2026-08-09
wsfs,2021-06-30,17838,5,0,3,0.0,0.6,0.0066,0.5742,0.5,finbert-ft-2026-08-09
wsfs,2021-09-30,17838,6,0,2,0.0,0.3333,0.0122,0.3241,0.5,finbert-ft-2026-08-09
wsfs,2021-12-31,17838,8,0,3,0.0,0.375,0.0104,0.4096,0.5,finbert-ft-2026-08-09
wsfs,2022-03-31,17838,12,0,6,0.0,0.5,0.0082,0.5647,0.5,finbert-ft-2026-08-09
wsfs,2022-06-30,17838,9,0,3,0.0,0.3333,0.0076,0.3223,0.5,finbert-ft-2026-08-09
wsfs,2022-09-30,17838,6,0,4,0.0,0.6667,0.0074,0.6413,0.5,finbert-ft-2026-08-09
wsfs,2022-12-31,17838,9,0,4,0.0,0.4444,0.0066,0.432,0.5,finbert-ft-2026-08-09
wsfs,2023-03-31,17838,9,0,4,0.0,0.4444,0.0084,0.4268,0.5,finbert-ft-2026-08-09
wsfs,2023-06-30,17838,7,0,2,0.0,0.2857,0.0122,0.2783,0.5,finbert-ft-2026-08-09
wsfs,2023-09-30,17838,12,0,5,0.0,0.4167,0.0073,0.4373,0.5,finbert-ft-2026-08-09
wsfs,2023-12-31,17838,7,0,1,0.0,0.1429,0.0143,0.1442,0.5,finbert-ft-2026-08-09
wsfs,2024-03-31,17838,7,0,2,0.0,0.2857,0.0099,0.3069,0.5,finbert-ft-2026-08-09
wsfs,2024-06-30,17838,5,0,3,0.0,0.6,0.0077,0.5704,0.5,finbert-ft-2026-08-09
wsfs,2024-09-30,17838,5,0,3,0.0,0.6,0.0076,0.5757,0.5,finbert-ft-2026-08-09
wsfs,2024-12-31,17838,163,0,2,0.0,0.0123,0.0078,0.0646,0.5,finbert-ft-2026-08-09
wtfc,2020-03-31,33935,25,1,9,0.04,0.36,0.0524,0.3517,0.5,finbert-ft-2026-08-09
wtfc,2020-06-30,33935,24,0,16,0.0,0.6667,0.0062,0.5974,0.5,finbert-ft-2026-08-09
wtfc,2020-09-30,33935,9,1,3,0.1111,0.3333,0.0736,0.3896,0.5,finbert-ft-2026-08-09
wtfc,2020-12-31,33935,3,0,1,0.0,0.3333,0.007,0.3259,0.5,finbert-ft-2026-08-09
wtfc,2021-03-31,33935,15,0,4,0.0,0.2667,0.0141,0.2721,0.5,finbert-ft-2026-08-09
wtfc,2021-06-30,33935,6,0,4,0.0,0.6667,0.0072,0.6395,0.5,finbert-ft-2026-08-09
wtfc,2021-09-30,33935,8,0,3,0.0,0.375,0.0682,0.3787,0.5,finbert-ft-2026-08-09
wtfc,2021-12-31,33935,9,0,4,0.0,0.4444,0.0399,0.4519,0.5,finbert-ft-2026-08-09
wtfc,2022-03-31,33935,9,1,2,0.1111,0.2222,0.073,0.2348,0.5,finbert-ft-2026-08-09
wtfc,2022-06-30,33935,11,0,6,0.0,0.5455,0.0094,0.5325,0.5,finbert-ft-2026-08-09
wtfc,2022-09-30,33935,9,1,3,0.1111,0.3333,0.116,0.3353,0.5,finbert-ft-2026-08-09
wtfc,2022-12-31,33935,14,0,8,0.0,0.5714,0.0092,0.5332,0.5,finbert-ft-2026-08-09
wtfc,2023-03-31,33935,13,0,5,0.0,0.3846,0.0512,0.371,0.5,finbert-ft-2026-08-09
wtfc,2023-06-30,33935,9,0,6,0.0,0.6667,0.0072,0.6675,0.5,finbert-ft-2026-08-09
wtfc,2023-09-30,33935,17,0,7,0.0,0.4118,0.0084,0.4211,0.5,finbert-ft-2026-08-09
wtfc,2023-12-31,33935,7,0,4,0.0,0.5714,0.0069,0.5748,0.5,finbert-ft-2026-08-09
wtfc,2024-03-31,33935,20,0,4,0.0,0.2,0.0094,0.3222,0.5,finbert-ft-2026-08-09
wtfc,2024-06-30,33935,11,0,6,0.0,0.5455,0.008,0.5311,0.5,finbert-ft-2026-08-09
wtfc,2024-09-30,33935,6,0,4,0.0,0.6667,0.0074,0.6454,0.5,finbert-ft-2026-08-09
wtfc,2024-12-31,33935,7,0,2,0.0,0.2857,0.0084,0.424,0.5,finbert-ft-2026-08-09
zion,2020-03-31,2270,57,3,7,0.0526,0.1228,0.0625,0.1388,0.5,finbert-ft-2026-08-09
zion,2020-06-30,2270,74,0,20,0.0,0.2703,0.0266,0.3097,0.5,finbert-ft-2026-08-09
zion,2020-09-30,2270,51,1,12,0.0196,0.2353,0.0353,0.2609,0.5,finbert-ft-2026-08-09
zion,2020-12-31,2270,19,1,4,0.0526,0.2105,0.0635,0.2015,0.5,finbert-ft-2026-08-09
zion,2021-03-31,2270,47,0,13,0.0,0.2766,0.0481,0.3139,0.5,finbert-ft-2026-08-09
zion,2021-06-30,2270,58,0,18,0.0,0.3103,0.0114,0.3342,0.5,finbert-ft-2026-08-09
zion,2021-09-30,2270,34,0,8,0.0,0.2353,0.0197,0.2921,0.5,finbert-ft-2026-08-09
